DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1990-10-01,Monday,47623.0,3.4,7.7,283.0,310.0,170.0,61.2,2.5,1065,7.8,235.0,270,51.1,5.5,1100,7.8,110.0,227.0,108.0,66.7,0.5,1090
1990-10-02,Tuesday,54578.0,3.6,7.9,313.0,341.0,512.0,33.6,6.0,915,7.9,205.0,520,33.8,7.5,976,7.9,107.0,200.0,106.0,64.2,0.2,1002
1990-10-03,Wednesday,36911.0,6.0,7.7,300.0,610.0,452.0,45.1,8.0,1313,7.7,375.0,556,43.9,10.0,1312,7.7,150.0,323.0,212.0,49.1,2.5,1238
1990-10-04,Thursday,35244.0,6.0,7.8,177.0,412.0,196.0,69.4,4.5,2190,7.8,330.0,476,52.1,7.5,2330,7.8,151.0,274.0,124.0,61.3,0.3,2350
1990-10-05,Friday,39566.0,5.8,7.7,192.0,416.0,236.0,57.6,4.5,1447,7.6,296.0,384,54.2,7.0,1445,7.7,148.0,270.0,108.0,66.7,0.4,1380
1990-10-07,Sunday,45469.0,1.97,7.3,129.0,237.0,234.0,38.5,1.5,1190,7.4,123.0,228,42.1,2.0,1202,7.4,73.0,175.0,110.0,34.5,0.2,1309
1990-10-08,Monday,46240.0,2.7,7.9,122.0,287.0,168.0,50.0,2.0,1906,7.8,157.0,188,53.2,2.0,2130,7.8,99.0,198.0,92.0,58.7,0.2,810
1990-10-09,Tuesday,45903.0,1.3,8.0,90.0,271.0,144.0,66.7,4.5,1221,8.0,110.0,164,70.7,3.0,1209,7.8,78.0,179.0,74.0,73.0,0.2,1266
1990-10-10,Wednesday,44343.0,1.25,8.0,169.0,327.0,126.0,68.3,2.5,1940,8.1,172.0,180,77.8,2.5,1950,7.8,106.0,272.0,78.0,79.5,0.2,1886
1990-10-12,Friday,39343.0,4.8,8.0,140.0,555.0,282.0,45.4,6.5,850,8.0,134.0,208,48.1,3.5,890,7.9,44.0,160.0,76.0,60.5,0.2,906
1990-10-14,Sunday,34347.0,0.8,7.9,155.0,243.0,210.0,47.6,2.5,848,7.9,170.0,138,52.2,1.5,858,8.0,89.0,133.0,74.0,75.7,0.3,902
1990-10-15,Monday,53012.0,3.5,8.2,157.0,361.0,208.0,51.0,5.0,1015,8.2,197.0,188,53.2,4.0,931,8.1,93.0,204.0,86.0,60.5,0.3,1019
1990-10-16,Tuesday,52258.0,1.5,8.4,195.0,246.0,172.0,60.5,3.5,1631,8.3,184.0,156,69.2,3.8,1564,8.2,92.0,165.0,86.0,72.1,0.4,1626
1990-10-17,Wednesday,49493.0,3.7,8.1,102.0,269.0,156.0,52.6,2.5,1082,7.9,177.0,152,52.6,2.5,1180,8.0,68.0,165.0,76.0,71.1,0.2,1041
1990-10-18,Thursday,46200.0,2.5,8.3,192.0,294.0,172.0,55.8,3.5,1983,8.3,157.0,150,61.3,2.0,1934,8.1,107.0,207.0,104.0,61.5,0.4,1886
1990-10-19,Friday,46069.0,6.0,8.2,185.0,334.0,156.0,60.3,4.0,1987,8.3,217.0,162,64.2,4.0,2100,8.2,121.0,299.0,114.0,64.9,0.5,2050
1990-10-21,Sunday,44324.0,1.6,7.8,174.0,173.0,134.0,68.7,2.5,967,7.8,165.0,114,68.4,2.0,980,7.8,104.0,202.0,100.0,70.0,0.3,1013
1990-10-22,Monday,48950.0,2.5,8.1,109.0,211.0,880.0,13.2,5.5,1745,7.9,154.0,1108,13.7,7.0,1534,8.0,46.0,111.0,118.0,44.1,0.4,1556
1990-10-23,Tuesday,60017.0,3.5,7.9,120.0,284.0,518.0,17.8,4.0,1048,7.9,115.0,460,20.0,4.0,1046,8.0,92.0,215.0,134.0,43.3,0.5,1135
1990-10-24,Wednesday,41569.0,3.3,7.9,115.0,357.0,334.0,33.5,3.5,1760,8.0,186.0,464,37.9,6.0,1858,8.0,92.0,230.0,110.0,54.5,0.5,1785
1990-10-25,Thursday,40915.0,2.0,8.0,244.0,,194.0,50.5,3.2,1885,8.0,,284,42.3,2.8,2080,7.9,141.0,251.0,140.0,52.9,0.6,2020
1990-10-26,Friday,44858.0,1.41,8.1,380.0,318.0,194.0,55.7,2.7,1970,8.1,137.0,188,55.3,1.8,2080,8.0,99.0,239.0,104.0,63.5,0.4,2130
1990-10-28,Sunday,47576.0,5.97,8.1,,188.0,128.0,67.2,2.0,1465,8.1,,158,55.7,2.0,1489,7.9,,176.0,80.0,80.0,0.3,1435
1990-10-29,Monday,47501.0,1.0,8.2,,384.0,180.0,64.4,3.5,1567,8.2,,224,55.4,2.5,1512,8.1,,270.0,110.0,63.6,0.3,1570
1990-10-30,Tuesday,47506.0,0.5,8.0,,307.0,196.0,60.2,4.0,1557,8.0,,228,49.1,5.0,1575,8.0,,233.0,96.0,62.5,0.3,1620
