Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2021-06-01,1329.269764,88.0,114.0,2455.992048,418.0,410.0
2021-06-02,3387.223764,109.0,120.0,2353.555979,417.0,408.0
2021-06-03,1752.847684,69.0,89.0,2214.430907,391.0,382.0
2021-06-04,1113.850696,85.0,111.0,1829.314127,388.0,379.0
2021-06-05,1575.16151,68.0,91.0,2942.28919,413.0,406.0
2021-06-06,1191.626187,68.0,94.0,1957.047408,404.0,395.0
2021-06-07,2339.386914,90.0,106.0,2364.340375,420.0,411.0
2021-06-08,1814.034128,103.0,121.0,2062.556803,400.0,391.0
2021-06-09,1711.070553,82.0,100.0,2188.673121,380.0,372.0
2021-06-10,1656.419937,82.0,100.0,2118.768152,361.0,353.0
2021-06-11,3689.670797,108.0,117.0,2359.775079,405.0,397.0
2021-06-12,1314.111038,72.0,97.0,2334.600392,371.0,363.0
2021-06-13,1392.341575,85.0,110.0,1978.865463,406.0,396.0
2021-06-14,1380.513122,96.0,121.0,2802.934679,420.0,413.0
2021-06-15,2757.793714,104.0,116.0,2351.708589,397.0,389.0
2021-06-16,3299.869296,90.0,101.0,2292.859182,417.0,408.0
2021-06-17,2008.155116,96.0,111.0,1712.454275,373.0,363.0
2021-06-18,1768.89052,81.0,102.0,2111.789947,423.0,413.0
2021-06-19,1526.03133,91.0,111.0,2478.710889,379.0,372.0
2021-06-20,1407.339714,73.0,97.0,2400.217883,391.0,383.0
2021-06-21,1349.164772,68.0,93.0,2396.87554,396.0,388.0
2021-06-22,2093.797696,104.0,118.0,1851.615096,399.0,390.0
2021-06-23,2536.905045,85.0,98.0,2083.22186,391.0,382.0
2021-06-24,2284.271346,99.0,113.0,2597.21652,378.0,371.0
2021-06-25,1715.872716,95.0,113.0,1950.947278,387.0,378.0
2021-06-26,2153.752094,103.0,115.0,1632.544087,378.0,369.0
2021-06-27,2455.399136,77.0,92.0,2326.490681,409.0,400.0
2021-06-28,3636.575007,95.0,105.0,2297.103213,408.0,420.0
2021-06-29,1857.881335,88.0,107.0,2229.767249,419.0,410.0
2021-06-30,1535.387241,98.0,117.0,2073.06066,409.0,401.0
