Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2021-10-01,2016.346959,82.0,97.0,2149.299836,376.0,368.0
2021-10-02,2277.140077,99.0,112.0,2804.86729,371.0,365.0
2021-10-03,2031.62252,103.0,119.0,2639.948348,421.0,414.0
2021-10-04,3149.875239,96.0,106.0,1989.671193,375.0,366.0
2021-10-05,2451.933235,77.0,91.0,2439.367077,373.0,365.0
2021-10-06,1637.675453,78.0,97.0,2948.225234,375.0,369.0
2021-10-07,1651.186631,100.0,120.0,2681.998856,425.0,418.0
2021-10-08,2170.169936,78.0,92.0,2159.047816,367.0,359.0
2021-10-09,1691.39347,69.0,91.0,2350.473126,412.0,403.0
2021-10-10,1609.070487,98.0,121.0,2337.71124,430.0,421.0
2021-10-11,1494.977893,88.0,109.0,2974.632264,389.0,383.0
2021-10-12,1326.917028,67.0,93.0,2801.880085,391.0,384.0
2021-10-13,3822.855045,85.0,94.0,2444.95473,411.0,403.0
2021-10-14,2715.652943,97.0,108.0,2122.79196,397.0,389.0
2021-10-15,2974.478826,82.0,94.0,2536.486819,413.0,405.0
2021-10-16,1294.613638,62.0,88.0,2733.66917,385.0,378.0
2021-10-17,3012.159093,107.0,118.0,2354.567111,421.0,413.0
2021-10-18,2437.30507,74.0,90.0,2463.30299,411.0,402.0
2021-10-19,2254.714982,89.0,102.0,2082.933884,380.0,372.0
2021-10-20,2699.410551,104.0,114.0,1918.268622,375.0,367.0
2021-10-21,2301.092447,80.0,94.0,2616.342112,413.0,406.0
2021-10-22,1663.291867,83.0,104.0,2836.744278,420.0,413.0
2021-10-23,1316.170953,64.0,88.0,2565.405212,376.0,369.0
2021-10-24,2643.554525,109.0,122.0,2791.027102,424.0,417.0
2021-10-25,1289.842981,77.0,103.0,2723.595585,386.0,379.0
2021-10-26,1360.875162,93.0,116.0,1977.124798,397.0,388.0
2021-10-27,1775.913723,104.0,119.0,2163.443467,361.0,354.0
2021-10-28,1375.189246,90.0,113.0,2568.755283,394.0,387.0
2021-10-29,1588.21702,84.0,107.0,2307.414627,423.0,414.0
2021-10-30,1332.42604,74.0,100.0,2813.512757,411.0,404.0
2021-10-31,2287.16649,94.0,109.0,2786.258892,423.0,416.0
