Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2023-10-01,1402.037336,73.0,93.0,2656.860751,378.0,372.0
2023-10-02,2068.851263,76.0,90.0,2744.331201,405.0,399.0
2023-10-03,1699.618144,101.0,,1570.128486,388.0,380.0
2023-10-04,1603.964894,76.0,94.0,2051.671596,403.0,395.0
2023-10-05,1329.216903,95.0,116.0,1983.607,400.0,392.0
2023-10-06,2778.257632,89.0,99.0,1754.932737,402.0,393.0
2023-10-07,1232.593817,96.0,118.0,1927.006358,392.0,384.0
2023-10-08,1890.288074,82.0,98.0,2456.294331,406.0,399.0
2023-10-09,1940.889707,76.0,90.0,2574.590196,385.0,379.0
2023-10-10,1235.683278,100.0,119.0,1906.74756,369.0,362.0
2023-10-11,2012.58001,73.0,88.0,2860.379339,412.0,406.0
2023-10-12,2562.472695,104.0,115.0,1780.491444,420.0,411.0
2023-10-13,1509.515472,96.0,111.0,2145.398865,363.0,357.0
2023-10-14,1313.784969,96.0,118.0,2738.584768,424.0,418.0
2023-10-15,2080.419456,94.0,107.0,2562.556665,400.0,394.0
2023-10-16,1130.396914,66.0,91.0,2008.220768,413.0,405.0
2023-10-17,2574.844991,109.0,102.0,1646.774299,368.0,360.0
2023-10-18,1402.378484,70.0,91.0,1860.255059,412.0,403.0
2023-10-19,1448.473609,79.0,99.0,2352.73499,413.0,406.0
2023-10-20,1212.802514,74.0,99.0,1915.217304,419.0,410.0
2023-10-21,1396.032375,77.0,97.0,2267.555444,400.0,393.0
2023-10-22,2435.340479,107.0,119.0,2373.41325,409.0,402.0
2023-10-23,1703.302801,97.0,114.0,1829.063325,418.0,409.0
2023-10-24,958.3663234,89.0,114.0,1513.420152,422.0,413.0
2023-10-24,958.3663234,89.0,114.0,1513.420152,422.0,413.0
2023-10-25,2082.678315,96.0,111.0,2220.004916,420.0,412.0
2023-10-26,1304.196115,99.0,118.0,2817.454866,388.0,383.0
2023-10-27,1554.902913,84.0,103.0,2099.410477,371.0,363.0
2023-10-28,2275.951812,93.0,104.0,2372.110776,360.0,354.0
2023-10-29,1176.605024,69.0,94.0,1858.055434,376.0,367.0
2023-10-30,1369.093422,82.0,103.0,2334.988832,372.0,365.0
2023-10-31,1030.343346,86.0,111.0,2091.964971,405.0,398.0
