Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2021-12-01,1180.388706,93.0,119.0,2492.475066,385.0,378.0
2021-12-02,1851.251726,92.0,109.0,2981.903718,399.0,393.0
2021-12-03,3207.034593,92.0,103.0,2005.519083,410.0,400.0
2021-12-04,2078.870874,108.0,121.0,1707.099466,390.0,381.0
2021-12-05,1935.571848,79.0,97.0,2475.83834,431.0,423.0
2021-12-06,2307.501029,85.0,98.0,1894.842928,368.0,359.0
2021-12-07,1605.213476,87.0,108.0,2129.315676,378.0,369.0
2021-12-08,2974.830074,78.0,89.0,2657.585696,418.0,411.0
2021-12-09,2921.681706,95.0,107.0,2847.387514,407.0,400.0
2021-12-10,1796.724186,80.0,98.0,2626.554085,394.0,387.0
2021-12-11,1253.603899,74.0,100.0,2058.83547,401.0,392.0
2021-12-12,1588.158993,88.0,108.0,1805.736776,396.0,386.0
2021-12-13,1314.168867,82.0,107.0,2075.291669,418.0,409.0
2021-12-14,1580.683232,76.0,96.0,2246.546044,391.0,383.0
2021-12-15,2127.882881,72.0,88.0,2150.580298,425.0,416.0
2021-12-16,1217.234824,93.0,115.0,1902.994493,368.0,360.0
2021-12-17,1587.761332,100.0,118.0,1805.284634,379.0,370.0
2021-12-18,1399.933238,93.0,115.0,2188.620627,420.0,412.0
2021-12-19,2474.940243,111.0,122.0,2211.005544,373.0,366.0
2021-12-20,3269.125693,92.0,101.0,2090.810201,400.0,392.0
2021-12-21,3193.587663,87.0,98.0,2496.387556,391.0,383.0
2021-12-22,1460.008782,67.0,89.0,2282.541229,396.0,388.0
2021-12-23,2007.577886,80.0,97.0,2425.27956,379.0,371.0
2021-12-24,2668.172766,108.0,119.0,2780.903066,407.0,401.0
2021-12-25,1450.74372,82.0,103.0,1924.411545,377.0,368.0
2021-12-26,2157.05276,81.0,98.0,2605.85455,404.0,396.0
2021-12-27,1468.475262,79.0,103.0,2862.268067,425.0,418.0
2021-12-28,1706.464072,96.0,113.0,2748.687004,371.0,365.0
2021-12-29,2135.027503,93.0,108.0,2600.921005,383.0,376.0
2021-12-30,1176.428296,91.0,112.0,2006.398458,372.0,365.0
2021-12-31,3108.292018,92.0,102.0,1963.404458,402.0,393.0
