Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2023-11-01,1863.932095,76.0,91.0,1766.07566,392.0,383.0
2023-11-02,1105.946458,96.0,119.0,1606.755878,424.0,415.0
2023-11-03,864.211243,95.0,121.0,2554.781277,363.0,358.0
2023-11-04,1392.79665,73.0,92.0,1671.588113,376.0,367.0
2023-11-05,1466.386062,74.0,93.0,1979.89613,409.0,401.0
2023-11-06,1017.51379,99.0,120.0,1518.448547,368.0,360.0
2023-11-07,1494.359155,102.0,122.0,1887.873732,425.0,416.0
2023-11-08,2027.295309,91.0,103.0,2766.041719,398.0,393.0
2023-11-09,1140.9458,96.0,121.0,2316.527455,409.0,402.0
2023-11-10,1641.783567,102.0,117.0,2800.061874,384.0,379.0
2023-11-11,1099.473222,95.0,115.0,2500.202107,380.0,375.0
2023-11-12,2442.563963,107.0,118.0,2182.081963,410.0,403.0
2023-11-13,1980.762083,105.0,119.0,2252.126489,428.0,421.0
2023-11-14,1197.827962,81.0,103.0,1664.581592,399.0,390.0
2023-11-15,1862.814695,103.0,118.0,2269.307474,420.0,413.0
2023-11-16,2281.247446,96.0,106.0,1440.98797,386.0,377.0
2023-11-17,2654.268476,105.0,114.0,1697.570582,363.0,355.0
2023-11-18,1269.695594,96.0,115.0,1959.230995,370.0,363.0
2023-11-19,2829.574599,114.0,122.0,1429.878364,427.0,418.0
2023-11-20,1013.86898,94.0,120.0,1873.249675,403.0,395.0
2023-11-21,1310.635672,90.0,112.0,1821.346706,424.0,415.0
2023-11-22,1038.149943,93.0,119.0,1918.111788,383.0,375.0
2023-11-23,1830.981636,81.0,99.0,2081.82612,430.0,421.0
2023-11-24,1946.500382,105.0,119.0,1721.355171,412.0,403.0
2023-11-25,1909.836232,84.0,96.0,1861.271825,370.0,363.0
2023-11-26,2306.727443,80.0,92.0,2622.749102,385.0,379.0
2023-11-27,1163.941368,88.0,114.0,2457.745337,413.0,406.0
2023-11-28,2209.823822,112.0,122.0,1395.872047,369.0,360.0
2023-11-29,1790.496263,89.0,103.0,2035.794251,375.0,368.0
2023-11-30,1177.558188,75.0,97.0,1840.965032,372.0,364.0
2023-11-27,1528.450586,88.0,114.0,3056.901172,413.0,411.0
2023-11-28,1107.331654,112.0,122.0,2214.663308,369.0,360.0
2023-11-29,1256.092199,89.0,103.0,2512.184398,375.0,368.0
2023-11-30,1307.188235,75.0,97.0,2614.37647,372.0,368.0
