Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2022-03-01,1294.49891,61.0,87.0,2125.99871,402.0,393.0
2022-03-02,1440.731798,80.0,104.0,2457.168081,407.0,399.0
2022-03-03,2157.76153,79.0,97.0,2760.046718,426.0,418.0
2022-03-04,1823.592628,95.0,112.0,1958.23455,,378.0
2022-03-05,2891.705082,86.0,98.0,2465.901508,406.0,398.0
2022-03-06,1823.425421,89.0,106.0,2517.499283,394.0,387.0
2022-03-07,1788.986802,94.0,114.0,2260.08666,430.0,421.0
2022-03-08,1783.290338,78.0,95.0,2872.434911,385.0,379.0
2022-03-09,2073.043704,104.0,121.0,2504.36636,414.0,406.0
2022-03-10,3298.067588,87.0,96.0,2109.320351,388.0,380.0
2022-03-11,1907.520006,73.0,91.0,2168.850246,387.0,378.0
2022-03-12,1330.165505,85.0,108.0,1932.508785,394.0,385.0
2022-03-13,1255.835152,62.0,88.0,2320.312423,379.0,371.0
2022-03-14,2921.81655,87.0,98.0,2610.225685,397.0,390.0
2022-03-15,2788.005196,102.0,113.0,1937.198944,404.0,395.0
2022-03-16,1223.699227,69.0,95.0,1808.749827,391.0,381.0
2022-03-17,1478.051186,82.0,107.0,2334.089164,426.0,417.0
2022-03-18,1357.839694,70.0,94.0,2646.62354,398.0,391.0
2022-03-19,1631.044482,70.0,91.0,1947.222455,421.0,411.0
2022-03-20,2286.835213,80.0,93.0,2414.407948,377.0,370.0
2022-03-21,2728.595272,104.0,116.0,2659.210992,424.0,417.0
2022-03-22,1190.689636,90.0,116.0,2514.226216,408.0,401.0
2022-03-23,2768.506942,102.0,113.0,1923.650907,426.0,417.0
2022-03-24,1574.327195,104.0,119.0,1678.134394,377.0,369.0
2022-03-25,2061.267394,74.0,92.0,2343.661027,396.0,387.0
2022-03-26,1304.531181,65.0,91.0,2754.610769,413.0,406.0
2022-03-27,1150.677536,66.0,92.0,2834.694109,372.0,366.0
2022-03-28,2266.557343,108.0,122.0,2577.075699,410.0,403.0
2022-03-29,3199.298745,109.0,119.0,2598.287624,428.0,421.0
2022-03-30,1512.353604,88.0,109.0,2006.137056,399.0,390.0
2022-03-31,2263.078317,83.0,99.0,2573.120047,407.0,399.0
