Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2022-12-01,3482.047183,96.0,105.0,2545.127773,419.0,412.0
2022-12-02,1763.892179,90.0,107.0,2130.891995,404.0,396.0
2022-12-03,2526.359323,111.0,122.0,1974.823503,398.0,390.0
2022-12-04,2092.378268,95.0,108.0,2577.286932,376.0,370.0
2022-12-05,1653.003568,102.0,118.0,2505.953409,370.0,364.0
2022-12-06,1645.133244,91.0,106.0,2338.145623,377.0,371.0
2022-12-07,1813.130819,97.0,111.0,2886.141637,362.0,357.0
2022-12-08,1373.095561,103.0,122.0,2966.29834,385.0,380.0
2022-12-09,1684.579401,88.0,105.0,2035.077203,376.0,368.0
2022-12-10,1478.931916,84.0,104.0,2402.207984,365.0,358.0
2022-12-11,1884.021087,104.0,118.0,2998.984766,386.0,381.0
2022-12-12,2873.137155,90.0,101.0,2245.8954,418.0,410.0
2022-12-13,1815.967565,84.0,101.0,2193.802316,391.0,383.0
2022-12-14,1580.807586,85.0,104.0,2439.29902,365.0,358.0
2022-12-15,1220.532055,40.0,88.0,2255.085539,394.0,386.0
2022-12-16,1317.296966,77.0,97.0,2139.666643,369.0,362.0
2022-12-17,1958.409112,88.0,103.0,2783.38895,385.0,379.0
2022-12-18,2726.691171,92.0,102.0,2583.539884,375.0,369.0
2022-12-19,1494.176817,104.0,122.0,1911.238922,424.0,416.0
2022-12-20,1606.634128,90.0,109.0,2479.151219,409.0,402.0
2022-12-21,2055.918162,73.0,88.0,1947.982458,408.0,399.0
2022-12-22,1836.282247,99.0,116.0,2535.249968,392.0,385.0
2022-12-23,2033.93673,83.0,97.0,1798.678048,408.0,399.0
2022-12-24,1446.875974,100.0,118.0,1645.097982,417.0,408.0
2022-12-25,3334.370226,88.0,97.0,2132.538158,416.0,408.0
2022-12-26,1270.50218,80.0,103.0,1845.827917,380.0,371.0
2022-12-27,1774.223959,83.0,103.0,2881.84663,425.0,418.0
2022-12-28,2519.96665,94.0,108.0,2228.490508,428.0,419.0
2022-12-29,3058.310896,93.0,102.0,2235.406814,376.0,369.0
2022-12-30,1364.530181,,92.0,2327.206224,427.0,419.0
2022-12-31,1402.6713,85.0,108.0,2620.089797,422.0,415.0
