Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2022-01-01,3321.035778,95.0,105.0,2697.155485,413.0,406.0
2022-01-02,2560.919488,88.0,102.0,2911.765458,426.0,419.0
2022-01-03,1688.676174,88.0,107.0,2280.029461,399.0,391.0
2022-01-04,1427.296984,78.0,99.0,1893.309449,384.0,375.0
2022-01-05,2110.268831,93.0,110.0,2549.33664,416.0,408.0
2022-01-06,1650.316539,95.0,115.0,2345.512381,425.0,417.0
2022-01-07,2091.711831,99.0,114.0,1981.89696,368.0,359.0
2022-01-08,1004.852742,94.0,120.0,2475.45473,377.0,371.0
2022-01-09,1328.562095,74.0,95.0,1982.629821,394.0,386.0
2022-01-10,1283.910219,97.0,121.0,2189.708879,400.0,392.0
2022-01-11,1376.388467,97.0,118.0,1825.779302,382.0,373.0
2022-01-12,3711.899595,92.0,101.0,2373.991785,385.0,377.0
2022-01-13,2049.011025,77.0,95.0,2096.752982,425.0,415.0
2022-01-14,1681.407144,89.0,107.0,2867.639883,365.0,359.0
2022-01-15,3037.009988,105.0,116.0,2373.992745,399.0,391.0
2022-01-16,1892.285633,81.0,98.0,2285.999312,383.0,375.0
2022-01-17,1198.520323,94.0,117.0,2238.750355,400.0,393.0
2022-01-18,2451.391344,100.0,111.0,1703.308419,385.0,376.0
2022-01-19,2411.907333,98.0,111.0,1980.577905,387.0,378.0
2022-01-20,1297.457792,85.0,106.0,1936.212481,378.0,370.0
2022-01-21,1558.111707,87.0,105.0,1993.019638,369.0,361.0
2022-01-22,2269.17525,100.0,113.0,2795.056614,409.0,403.0
2022-01-23,3396.08274,81.0,90.0,2172.007168,410.0,402.0
2022-01-24,3382.672067,88.0,97.0,2884.573605,364.0,358.0
2022-01-25,2142.964919,105.0,118.0,2262.511747,376.0,369.0
2022-01-26,2812.490867,88.0,101.0,2969.387679,396.0,389.0
2022-01-27,1391.185532,81.0,105.0,2372.666924,410.0,402.0
2022-01-28,1500.891806,78.0,101.0,2453.113852,423.0,415.0
2022-01-29,1380.48397,87.0,110.0,2005.613128,391.0,382.0
2022-01-30,1572.881149,89.0,106.0,2171.587124,368.0,361.0
2022-01-31,1331.095416,85.0,107.0,2378.287196,374.0,367.0
