Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2023-05-01,1672.409505,78.0,97.0,2580.647324,416.0,409.0
2023-05-02,3352.259609,107.0,116.0,1715.183629,408.0,398.0
2023-05-03,2898.135228,87.0,96.0,2118.329842,368.0,361.0
2023-05-04,1388.403646,97.0,116.0,2999.368396,393.0,388.0
2023-05-05,2176.524418,107.0,119.0,2474.708263,405.0,399.0
2023-05-06,1563.080481,88.0,105.0,2158.055901,386.0,379.0
2023-05-07,1698.426598,71.0,89.0,2482.857054,389.0,382.0
2023-05-08,2958.837433,92.0,102.0,2102.623851,391.0,383.0
2023-05-09,2456.736353,80.0,92.0,1862.206155,379.0,370.0
2023-05-10,1869.711451,81.0,98.0,2007.75848,426.0,417.0
2023-05-11,2471.110149,97.0,109.0,1873.101493,389.0,380.0
2023-05-12,1329.457547,69.0,92.0,2897.22036,383.0,377.0
2023-05-13,1014.196225,88.0,114.0,2998.166881,398.0,393.0
2023-05-14,1357.45714,89.0,109.0,1714.920853,398.0,389.0
2023-05-15,3018.606664,105.0,114.0,2574.116833,406.0,400.0
2023-05-16,1083.299523,81.0,105.0,2111.505527,381.0,374.0
2023-05-17,2787.500884,97.0,108.0,2905.272796,416.0,410.0
2023-05-18,1719.722944,92.0,109.0,2374.323198,398.0,391.0
2023-05-19,2058.915536,77.0,93.0,2340.986964,413.0,405.0
2023-05-20,2492.572777,93.0,106.0,2631.62273,392.0,385.0
2023-05-21,1475.537369,76.0,97.0,2516.528983,414.0,407.0
2023-05-22,1954.585466,83.0,98.0,2381.103937,396.0,389.0
2023-05-23,1765.041748,107.0,122.0,1672.377057,392.0,383.0
2023-05-24,1500.93781,66.0,87.0,2239.868255,405.0,397.0
2023-05-25,3011.021856,95.0,104.0,2567.648887,425.0,419.0
2023-05-26,1239.336381,68.0,92.0,2113.688198,402.0,394.0
2023-05-27,1676.59741,84.0,98.0,1668.004849,390.0,382.0
2023-05-28,2423.851246,100.0,112.0,2066.93915,370.0,362.0
2023-05-29,1247.155939,88.0,113.0,1969.467087,401.0,392.0
2023-05-30,1128.592432,83.0,107.0,1924.814393,406.0,398.0
2023-05-31,1244.442093,62.0,87.0,1965.181472,374.0,365.0
