Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2023-01-01,2160.324156,75.0,90.0,2302.77053,394.0,386.0
2023-01-02,1593.087178,90.0,109.0,1911.970129,387.0,378.0
2023-01-03,1256.187361,83.0,107.0,2142.427544,382.0,374.0
2023-01-04,2820.38423,80.0,91.0,1959.696976,403.0,394.0
2023-01-05,2230.84847,103.0,114.0,1743.826363,372.0,364.0
2023-01-06,2429.832916,74.0,87.0,2244.710021,428.0,420.0
2023-01-07,2895.114092,113.0,122.0,2468.808542,398.0,392.0
2023-01-08,1373.8418,88.0,110.0,2147.829925,396.0,388.0
2023-01-09,1403.531031,97.0,117.0,1994.768477,401.0,393.0
2023-01-10,1365.417617,70.0,89.0,2106.936913,381.0,374.0
2023-01-11,2170.493528,101.0,115.0,1919.439776,414.0,405.0
2023-01-12,1490.633261,87.0,110.0,2784.396459,402.0,395.0
2023-01-13,1050.893097,91.0,117.0,1725.916764,420.0,411.0
2023-01-14,1456.24749,81.0,102.0,2173.176332,415.0,407.0
2023-01-15,1648.184931,81.0,101.0,2082.206963,386.0,377.0
2023-01-16,1781.752044,98.0,112.0,2836.192903,361.0,356.0
2023-01-17,1933.590798,88.0,104.0,2931.32365,397.0,391.0
2023-01-18,1324.734925,98.0,118.0,2151.748015,380.0,373.0
2023-01-19,1170.145934,77.0,102.0,2078.837385,410.0,402.0
2023-01-20,2579.55527,111.0,121.0,1629.419079,367.0,358.0
2023-01-21,1359.21202,98.0,116.0,2781.76332,362.0,357.0
2023-01-22,1976.522337,102.0,115.0,2921.497666,370.0,365.0
2023-01-23,1596.388143,87.0,105.0,1815.093319,393.0,384.0
2023-01-24,2494.84948,82.0,95.0,2634.026441,383.0,376.0
2023-01-25,2226.565922,89.0,104.0,2712.434415,425.0,418.0
2023-01-26,2641.808561,80.0,91.0,2360.078548,385.0,378.0
2023-01-27,3258.683321,84.0,94.0,2315.701835,425.0,417.0
2023-01-28,1146.744629,85.0,110.0,1629.810803,367.0,357.0
2023-01-29,1461.795737,86.0,105.0,1578.958665,384.0,374.0
2023-01-30,1291.160697,95.0,117.0,1794.282982,412.0,403.0
2023-01-31,1182.346993,75.0,98.0,1932.472264,425.0,417.0
