Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2022-10-01,1325.63612,98.0,117.0,2045.551221,366.0,359.0
2022-10-02,2432.689866,111.0,122.0,2173.260868,376.0,369.0
2022-10-03,1767.879217,75.0,91.0,2297.232766,369.0,362.0
2022-10-04,3178.961229,81.0,91.0,2008.043843,389.0,380.0
2022-10-05,1367.151738,86.0,106.0,2590.752544,371.0,365.0
2022-10-06,3502.383116,86.0,95.0,2559.991888,413.0,406.0
2022-10-07,1901.270029,78.0,96.0,2779.385173,423.0,416.0
2022-10-08,1680.076922,68.0,,2507.199791,420.0,412.0
2022-10-09,2463.957297,91.0,103.0,1867.679631,396.0,387.0
2022-10-10,2498.641091,98.0,111.0,2051.800776,413.0,404.0
2022-10-11,2350.636734,80.0,94.0,2078.746419,421.0,412.0
2022-10-12,1289.90633,88.0,110.0,2016.607308,397.0,389.0
2022-10-13,1334.639442,95.0,116.0,2655.598829,382.0,376.0
2022-10-14,1508.882771,97.0,114.0,2916.519508,363.0,358.0
2022-10-15,1726.604763,94.0,108.0,1717.755914,366.0,358.0
2022-10-16,1922.101543,108.0,122.0,2549.667697,375.0,369.0
2022-10-17,1546.530617,101.0,121.0,1953.783679,389.0,380.0
2022-10-18,1431.90378,76.0,100.0,2170.76613,422.0,413.0
2022-10-19,2187.329911,73.0,88.0,2331.556977,411.0,403.0
2022-10-20,1378.121213,79.0,102.0,2252.45299,378.0,370.0
2022-10-21,2771.359474,84.0,95.0,2888.449412,396.0,390.0
2022-10-22,2577.187307,82.0,94.0,1953.507979,390.0,381.0
2022-10-23,2868.345236,87.0,98.0,2242.149616,397.0,389.0
2022-10-24,2446.055863,112.0,121.0,1564.405603,359.0,351.0
2022-10-25,1872.475368,81.0,97.0,2433.147992,400.0,393.0
2022-10-26,1169.921103,64.0,87.0,1699.700375,367.0,358.0
2022-10-27,1486.084016,72.0,92.0,2112.096908,372.0,364.0
2022-10-28,1841.071105,90.0,108.0,2354.960077,425.0,417.0
2022-10-29,1942.25949,71.0,87.0,2208.34904,403.0,395.0
2022-10-30,1941.970564,78.0,94.0,2208.020532,400.0,392.0
2022-10-31,2373.132693,76.0,91.0,2248.543226,416.0,407.0
