DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1990-11-01,Thursday,45006.0,5.2,8.0,,182.0,134.0,61.2,2.5,1007,8.0,,190,50.5,3.0,1041,8.0,,137.0,76.0,84.2,0.2,1106
1990-11-02,Friday,44158.0,8.1,8.0,124.0,463.0,230.0,47.8,,1599,7.9,123.0,230,48.7,3.0,1586,7.9,94.0,251.0,88.0,63.6,,1631
1990-11-04,Sunday,39223.0,1.8,8.1,151.0,294.0,186.0,57.0,4.0,1006,8.0,148.0,154,61.0,2.8,1000,7.9,94.0,204.0,90.0,71.1,0.2,988
1990-11-05,Monday,42394.0,1.51,8.2,241.0,688.0,270.0,53.3,4.5,1566,8.2,331.0,244,55.7,4.2,1571,8.2,125.0,294.0,108.0,61.1,0.2,1550
1990-11-06,Tuesday,44364.0,2.5,8.0,182.0,364.0,154.0,68.8,3.0,1672,8.1,156.0,224,49.1,3.5,1750,8.0,136.0,261.0,86.0,65.1,0.2,1694
1990-11-07,Wednesday,44235.0,1.9,7.9,195.0,428.0,210.0,69.5,6.5,1835,8.2,194.0,250,56.8,3.5,1873,8.2,121.0,289.0,104.0,67.3,0.2,1855
1990-11-08,Thursday,45151.0,1.7,8.3,185.0,457.0,184.0,69.6,4.0,1944,8.3,161.0,228,61.4,5.5,2050,8.1,109.0,325.0,98.0,75.5,0.4,2090
1990-11-09,Friday,47032.0,1.5,8.2,139.0,294.0,256.0,40.6,3.0,1456,8.1,140.0,260,38.5,2.5,1361,8.0,81.0,172.0,90.0,55.6,0.2,1504
1990-11-11,Sunday,41372.0,1.58,7.8,119.0,220.0,128.0,62.5,1.5,1444,7.9,117.0,138,55.1,1.2,1493,7.9,91.0,161.0,76.0,68.4,0.3,1391
1990-11-12,Monday,45729.0,4.5,8.2,139.0,263.0,144.0,61.1,1.5,1665,8.3,159.0,204,50.9,2.5,1717,8.0,85.0,208.0,80.0,82.5,0.2,1807
1990-11-13,Tuesday,49314.0,2.3,8.1,166.0,318.0,118.0,55.9,2.5,1820,8.0,198.0,134,62.7,2.0,1779,8.1,95.0,213.0,60.0,70.0,0.2,1768
1990-11-14,Wednesday,44038.0,0.43,8.0,138.0,304.0,136.0,66.2,2.5,2050,8.1,144.0,168,60.7,3.0,2000,8.2,107.0,243.0,68.0,88.2,0.2,1852
1990-11-15,Thursday,29816.0,0.48,8.5,251.0,447.0,152.0,65.8,3.3,1770,8.4,312.0,204,62.7,3.8,2880,8.2,192.0,439.0,108.0,72.2,0.9,2490
1990-11-16,Friday,29448.0,0.13,8.2,192.0,357.0,286.0,79.0,,2950,7.9,127.0,230,70.4,,2980,7.7,158.0,304.0,92.0,89.1,,2780
1990-11-18,Sunday,35825.0,1.4,8.0,111.0,371.0,142.0,73.2,4.5,1440,8.0,157.0,154,71.4,4.0,1437,7.9,109.0,197.0,80.0,90.0,0.2,1560
1990-11-19,Monday,47384.0,0.8,8.2,147.0,224.0,146.0,65.8,4.0,1758,8.2,118.0,138,66.7,1.4,1740,8.0,85.0,106.0,74.0,70.3,0.2,1712
1990-11-20,Tuesday,47306.0,0.14,8.2,206.0,324.0,166.0,63.9,3.5,1782,8.0,261.0,146,68.5,3.0,1830,8.0,105.0,220.0,84.0,71.4,0.2,1879
1990-11-21,Wednesday,40127.0,7.9,8.1,233.0,456.0,214.0,67.3,6.0,1586,8.1,268.0,238,69.7,4.5,1672,8.0,114.0,260.0,74.0,81.1,0.2,1784
1990-11-22,Thursday,28005.0,3.45,8.2,226.0,419.0,178.0,70.8,4.5,2210,8.3,197.0,218,70.6,4.0,2150,8.2,141.0,318.0,100.0,80.0,0.4,2170
1990-11-23,Friday,28819.0,2.24,8.4,195.0,392.0,188.0,70.2,4.0,2790,8.2,218.0,210,66.7,4.0,2680,8.0,130.0,267.0,82.0,78.0,0.3,2550
1990-11-25,Sunday,27098.0,2.12,8.2,197.0,497.0,254.0,73.2,6.5,1685,8.2,,274,66.4,7.0,1681,8.2,130.0,307.0,132.0,72.7,1.3,1697
1990-11-26,Monday,42667.0,2.7,8.3,173.0,427.0,208.0,71.2,5.5,1979,8.4,221.0,204,70.6,5.0,1955,8.3,113.0,291.0,82.0,82.9,0.2,1862
1990-11-27,Tuesday,47222.0,2.21,8.1,148.0,321.0,142.0,73.2,3.0,1681,8.1,194.0,242,66.9,7.0,1704,8.0,130.0,274.0,104.0,75.0,0.8,1653
1990-11-28,Wednesday,32157.0,0.6,8.1,243.0,572.0,200.0,78.0,4.5,2280,8.2,289.0,240,74.2,6.5,2340,8.0,166.0,372.0,98.0,81.6,0.2,2320
1990-11-29,Thursday,25687.0,1.23,8.2,316.0,743.0,280.0,72.1,6.5,2390,7.8,363.0,260,70.8,7.0,2460,8.1,169.0,408.0,112.0,76.8,0.3,2380
1990-11-30,Friday,26040.0,2.1,8.1,302.0,702.0,244.0,75.4,8.5,2480,8.0,357.0,304,71.1,11.5,2250,8.0,194.0,412.0,114.0,82.5,0.2,2640
