DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1991-03-01,Friday,26343.0,2.07,7.7,275.0,553.0,528.0,43.9,7.0,1105,7.8,166.0,516,45.0,8.5,1174,7.9,84.0,265.0,158.0,59.5,1.4,1422
1991-03-03,Sunday,32884.0,0.8,7.8,169.0,337.0,132.0,75.8,2.5,1568,7.9,192.0,204,68.6,4.5,1526,7.9,137.0,332.0,126.0,77.8,1.8,1516
1991-03-04,Monday,40745.0,1.5,7.7,156.0,547.0,166.0,66.3,6.0,1667,7.9,135.0,174,67.8,4.0,1730,7.9,118.0,333.0,100.0,74.0,1.0,1619
1991-03-05,Tuesday,39804.0,4.85,7.9,209.0,416.0,196.0,68.4,5.0,1711,7.9,277.0,250,69.6,7.0,1774,7.9,138.0,348.0,110.0,78.2,0.6,1845
1991-03-06,Wednesday,45804.0,2.2,7.9,170.0,380.0,146.0,79.5,4.5,1949,7.9,236.0,160,76.3,4.5,1957,7.9,161.0,328.0,82.0,90.2,0.6,2110
1991-03-07,Thursday,42289.0,3.3,7.7,150.0,289.0,182.0,73.6,2.5,1698,8.0,130.0,134,68.7,2.0,1718,8.0,76.0,202.0,68.0,73.5,0.5,1604
1991-03-08,Friday,44548.0,1.4,7.9,218.0,272.0,216.0,40.7,,1360,7.9,261.0,236,44.1,,1328,7.8,154.0,213.0,100.0,64.0,,1427
1991-03-10,Sunday,36792.0,0.7,7.9,168.0,303.0,148.0,66.2,2.5,1069,8.0,158.0,158,65.8,3.0,1070,7.9,92.0,248.0,74.0,86.5,0.4,1150
1991-03-11,Monday,36410.0,1.6,8.0,173.0,396.0,242.0,57.0,6.8,1879,8.1,253.0,210,63.8,6.3,1916,7.9,85.0,341.0,108.0,66.7,0.7,1761
1991-03-12,Tuesday,33988.0,2.5,7.8,161.0,391.0,148.0,73.0,4.5,1551,7.9,183.0,170,69.4,4.0,1505,7.9,151.0,313.0,86.0,86.0,0.9,1512
1991-03-13,Wednesday,36479.0,3.8,8.1,192.0,422.0,176.0,68.2,4.5,2080,8.0,202.0,220,63.6,5.7,2100,7.9,132.0,367.0,118.0,79.7,1.2,2140
1991-03-14,Thursday,31592.0,4.7,8.0,217.0,549.0,248.0,67.7,7.0,1370,8.1,255.0,224,67.9,5.0,1483,8.1,154.0,406.0,102.0,80.4,0.6,1410
1991-03-15,Friday,31789.0,2.1,7.9,215.0,549.0,234.0,71.8,5.5,2370,7.9,328.0,272,72.3,5.0,2410,7.9,204.0,428.0,112.0,78.6,1.0,2360
1991-03-17,Sunday,27968.0,1.6,8.0,202.0,471.0,242.0,63.6,5.5,1158,8.0,278.0,340,60.6,6.5,1160,7.9,118.0,277.0,106.0,73.6,0.4,1205
1991-03-18,Monday,30853.0,1.24,8.0,179.0,455.0,168.0,70.2,4.3,1410,8.0,179.0,166,69.9,3.0,1347,7.9,,376.0,104.0,78.8,0.1,1371
1991-03-19,Tuesday,29815.0,0.98,8.0,224.0,400.0,160.0,68.8,4.5,2230,8.2,244.0,178,64.0,5.0,2270,8.0,168.0,392.0,96.0,77.1,0.6,1763
1991-03-20,Wednesday,32578.0,2.5,7.8,223.0,443.0,184.0,69.6,4.0,1553,7.9,214.0,186,71.0,3.5,1670,7.9,181.0,345.0,86.0,83.7,0.1,1643
1991-03-21,Thursday,33784.0,1.0,7.9,166.0,392.0,186.0,64.5,7.5,2510,8.0,213.0,198,64.6,5.0,2470,8.0,149.0,357.0,110.0,74.5,1.2,2390
1991-03-22,Friday,33029.0,3.4,7.9,226.0,624.0,264.0,75.0,,2150,7.8,336.0,226,75.2,,2070,7.7,164.0,348.0,82.0,95.1,,2240
1991-03-24,Sunday,48657.0,1.7,7.7,72.0,180.0,122.0,49.2,2.5,990,7.7,98.0,122,45.9,1.8,986,7.6,61.0,180.0,70.0,62.9,0.2,923
1991-03-25,Monday,45512.0,2.6,7.9,89.0,176.0,166.0,36.1,1.2,1059,8.0,97.0,218,32.1,1.9,1145,8.0,72.0,161.0,86.0,48.8,0.2,1060
1991-03-26,Tuesday,44085.0,4.2,7.4,183.0,325.0,228.0,47.4,3.5,1229,7.7,125.0,218,50.5,3.0,1254,7.8,97.0,368.0,136.0,57.4,1.3,1343
1991-03-27,Wednesday,40578.0,3.28,7.9,174.0,,160.0,67.5,3.1,1433,7.9,203.0,146,65.8,3.0,1388,7.9,133.0,,82.0,80.5,0.2,1472
1991-03-29,Friday,34917.0,8.5,7.5,156.0,311.0,226.0,67.3,,1075,7.5,256.0,204,64.7,,1116,7.5,112.0,182.0,92.0,76.1,,1141
1991-03-31,Sunday,32217.0,2.0,7.7,365.0,370.0,172.0,62.8,,928,7.6,296.0,196,55.1,,936,7.7,93.0,135.0,80.0,77.5,,940
