DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1990-12-02,Sunday,29388.0,0.83,8.2,339.0,713.0,356.0,72.5,10.0,2170,8.0,334.0,584,83.6,8.5,2110,7.9,223.0,372.0,116.0,84.5,1.3,2140
1990-12-03,Monday,30935.0,2.0,8.1,255.0,550.0,214.0,69.2,5.5,1919,8.2,227.0,246,67.5,8.0,1917,8.1,161.0,372.0,100.0,78.0,0.2,1815
1990-12-04,Tuesday,26348.0,1.0,8.1,253.0,473.0,212.0,79.3,7.0,1990,8.1,250.0,246,74.8,6.0,1950,8.1,202.0,384.0,112.0,82.1,0.2,2220
1990-12-06,Thursday,28680.0,1.7,8.1,256.0,539.0,188.0,74.5,4.7,1803,8.1,337.0,218,75.2,5.2,1732,8.1,186.0,365.0,102.0,84.3,0.5,1804
1990-12-07,Friday,32799.0,5.9,8.4,215.0,440.0,190.0,69.5,,1380,8.3,228.0,228,67.5,,1408,8.1,113.0,213.0,78.0,76.9,,1362
1990-12-09,Sunday,33545.0,1.3,8.2,145.0,747.0,310.0,55.5,6.0,1059,8.2,181.0,264,53.0,4.7,1056,8.1,118.0,353.0,110.0,65.5,1.0,1082
1990-12-10,Monday,28791.0,1.09,8.7,354.0,539.0,232.0,68.1,5.5,1620,8.4,,178,70.8,2.5,1677,8.4,114.0,356.0,130.0,78.5,1.5,1529
1990-12-11,Tuesday,27219.0,1.5,8.3,302.0,566.0,212.0,69.8,5.7,2270,8.3,319.0,216,68.5,6.3,2240,8.1,,475.0,144.0,73.6,1.7,2200
1990-12-12,Wednesday,31849.0,5.45,8.0,330.0,511.0,184.0,79.3,4.0,2110,8.0,372.0,212,74.5,5.0,2100,8.1,204.0,396.0,128.0,78.1,1.0,2050
1990-12-13,Thursday,30352.0,5.9,8.2,324.0,539.0,196.0,77.6,4.5,2090,8.2,282.0,190,72.6,4.5,2180,8.1,203.0,396.0,110.0,85.5,1.0,2130
1990-12-14,Friday,32009.0,2.87,8.1,288.0,459.0,216.0,73.2,,1755,8.0,399.0,258,71.3,,1690,7.9,183.0,364.0,104.0,76.9,,1729
1990-12-16,Sunday,34492.0,0.4,7.9,253.0,354.0,162.0,76.5,3.5,1443,8.0,232.0,202,71.3,4.0,1455,8.2,162.0,287.0,96.0,81.3,0.5,1520
1990-12-17,Monday,36452.0,0.47,8.2,154.0,310.0,128.0,71.9,3.0,1520,8.2,164.0,148,70.3,3.0,1350,8.1,126.0,237.0,82.0,80.5,0.2,1403
1990-12-18,Tuesday,34361.0,1.2,8.2,172.0,345.0,152.0,73.7,4.3,1552,8.2,286.0,156,74.4,3.5,1500,8.2,140.0,310.0,74.0,83.8,0.2,1736
1990-12-19,Wednesday,36432.0,18.2,8.1,168.0,334.0,196.0,65.3,7.0,2230,8.1,188.0,188,66.0,4.5,2110,8.2,133.0,210.0,74.0,78.4,0.2,2190
1990-12-20,Thursday,37009.0,1.5,8.3,181.0,348.0,184.0,84.8,4.5,1337,8.3,278.0,200,78.0,5.5,1479,8.3,124.0,264.0,76.0,89.5,0.2,1544
1990-12-21,Friday,37281.0,1.5,8.1,287.0,484.0,308.0,76.6,5.8,1653,8.1,392.0,308,75.3,5.5,1640,8.1,155.0,332.0,118.0,83.1,0.3,1777
1990-12-23,Sunday,28437.0,1.02,7.9,176.0,387.0,162.0,75.3,3.8,1344,7.9,178.0,156,79.5,3.0,1331,7.9,155.0,312.0,100.0,84.0,0.6,1420
1990-12-24,Monday,29955.0,0.9,7.6,203.0,301.0,146.0,68.5,,1299,7.8,229.0,176,64.8,,1319,7.9,135.0,242.0,108.0,72.2,,1375
1990-12-26,Wednesday,35263.0,0.3,8.0,201.0,434.0,118.0,73.0,5.0,1727,8.1,300.0,214,72.9,4.5,1700,8.1,131.0,317.0,114.0,66.7,0.9,1749
1990-12-27,Thursday,34319.0,0.5,8.1,236.0,448.0,178.0,76.4,5.0,1325,8.0,241.0,180,76.7,4.5,1259,7.9,150.0,226.0,90.0,77.8,0.5,1344
1990-12-28,Friday,32730.0,0.96,7.8,290.0,376.0,146.0,83.6,,1441,7.8,222.0,154,85.7,,1460,7.7,150.0,242.0,72.0,83.3,,1446
1990-12-30,Sunday,30164.0,0.53,7.9,232.0,503.0,194.0,78.4,6.0,1200,7.9,407.0,220,80.0,5.5,1222,8.0,149.0,297.0,112.0,80.4,0.4,1167
