DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1991-10-01,Tuesday,32208.0,0.54,7.6,145.0,258.0,194.0,58.8,2.5,985,7.6,161.0,204,55.9,2.8,991,7.7,94.0,196.0,82.0,70.7,0.2,1050
1991-10-02,Wednesday,33649.0,1.44,7.5,147.0,351.0,230.0,47.0,3.5,1395,7.7,169.0,264,47.7,4.2,1390,7.8,99.0,253.0,86.0,76.7,0.3,1160
1991-10-03,Thursday,34536.0,0.47,7.6,133.0,316.0,188.0,61.7,2.5,1273,7.5,219.0,218,59.6,3.5,1322,7.6,69.0,264.0,92.0,71.7,0.2,1373
1991-10-04,Friday,33178.0,1.4,7.6,155.0,392.0,182.0,64.8,4.5,1198,7.7,,180,66.7,4.0,1264,7.8,34.0,356.0,78.0,79.5,0.4,1245
1991-10-05,Saturday,33695.0,1.1,7.3,133.0,520.0,,85.0,3.3,1258,7.6,155.0,128,79.7,3.0,1251,7.7,87.0,194.0,,,0.2,1130
1991-10-06,Sunday,30442.0,4.5,7.8,152.0,318.0,204.0,55.9,3.5,1615,7.9,135.0,236,56.8,4.5,1595,7.9,103.0,198.0,74.0,75.7,0.3,1630
1991-10-08,Tuesday,29448.0,3.0,7.6,115.0,272.0,266.0,38.4,2.5,1418,7.7,117.0,290,40.0,3.5,1385,7.7,75.0,248.0,84.0,69.1,0.2,1446
1991-10-09,Wednesday,33623.0,0.5,7.8,135.0,366.0,240.0,49.2,4.5,1344,7.7,149.0,354,45.8,7.0,1274,7.7,112.0,220.0,110.0,60.0,0.2,1182
1991-10-11,Friday,30927.0,0.4,7.8,184.0,424.0,366.0,51.9,6.5,1365,7.7,167.0,304,50.7,6.0,1384,7.8,75.0,212.0,88.0,72.7,0.2,1353
1991-10-12,Saturday,34823.0,0.27,7.9,170.0,332.0,226.0,64.6,5.4,1219,7.9,163.0,272,58.8,5.5,1223,7.9,94.0,192.0,78.0,76.9,0.2,1134
1991-10-13,Sunday,34018.0,0.88,7.6,153.0,464.0,274.0,55.5,5.5,1149,7.7,142.0,284,53.5,6.0,1165,7.7,82.0,228.0,74.0,75.7,0.2,1157
1991-10-15,Tuesday,42876.0,0.17,7.8,133.0,349.0,310.0,47.7,6.5,875,7.8,128.0,356,41.0,6.0,870,7.8,67.0,172.0,64.0,78.1,0.2,887
1991-10-16,Wednesday,34820.0,0.25,8.1,185.0,439.0,256.0,56.3,7.5,2210,7.9,180.0,316,53.2,7.0,2070,7.9,121.0,247.0,102.0,72.6,0.3,1770
1991-10-17,Thursday,31780.0,0.14,7.7,175.0,457.0,262.0,60.3,4.5,1700,7.7,,356,60.0,7.5,1698,7.8,,251.0,98.0,81.6,0.3,1659
1991-10-18,Friday,33370.0,0.12,7.8,223.0,511.0,202.0,63.4,4.7,1473,7.8,228.0,276,59.4,5.5,1584,7.7,122.0,273.0,86.0,72.1,0.2,1510
1991-10-19,Saturday,34408.0,0.25,8.0,174.0,442.0,268.0,57.5,5.7,1306,7.9,180.0,302,64.2,7.2,1316,7.9,121.0,275.0,96.0,70.8,0.4,1219
1991-10-20,Sunday,32720.0,1.59,7.8,235.0,489.0,252.0,65.1,4.5,2110,7.8,244.0,268,64.2,5.0,2100,7.9,135.0,303.0,88.0,68.2,0.2,2120
1991-10-22,Tuesday,28707.0,0.4,7.8,117.0,296.0,142.0,71.8,3.0,1494,7.8,108.0,158,67.1,3.0,1516,7.8,96.0,250.0,68.0,91.2,0.2,1564
1991-10-23,Wednesday,36182.0,,7.7,195.0,380.0,216.0,66.7,4.5,1542,7.8,170.0,240,66.7,3.5,1311,7.8,119.0,238.0,82.0,80.5,0.2,1443
1991-10-24,Thursday,34364.0,1.2,7.9,191.0,,184.0,73.9,6.5,1384,7.8,192.0,164,67.1,5.0,1461,7.8,114.0,,66.0,97.0,0.4,1480
1991-10-25,Friday,35400.0,0.7,7.6,156.0,364.0,194.0,63.9,5.5,1680,7.6,169.0,222,55.9,5.0,1637,7.6,89.0,,86.0,60.5,0.3,1537
1991-10-26,Saturday,30964.0,3.3,7.7,220.0,540.0,184.0,62.0,3.5,1445,7.7,,140,58.6,3.0,1414,7.6,,207.0,86.0,81.4,0.2,1428
1991-10-27,Sunday,35573.0,7.3,7.6,176.0,333.0,178.0,64.0,3.5,1627,7.7,170.0,178,67.4,3.0,1684,7.6,,247.0,106.0,77.4,0.2,1720
1991-10-29,Tuesday,29801.0,1.6,7.7,172.0,400.0,136.0,70.1,1.5,1402,7.7,182.0,178,65.2,2.5,1417,7.8,123.0,263.0,106.0,69.8,0.3,1421
1991-10-30,Wednesday,31524.0,1.6,7.9,,478.0,204.0,64.7,6.0,1798,7.9,,214,66.4,7.2,1814,7.9,,365.0,120.0,70.0,2.5,1713
