DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1991-05-01,Wednesday,46126.0,1.3,7.5,122.0,289.0,114.0,73.7,2.5,1103,7.6,122.0,146,64.4,2.0,1060,7.6,97.0,242.0,70.0,77.1,0.3,1094
1991-05-02,Thursday,43445.0,4.1,7.8,133.0,295.0,158.0,55.7,3.0,1436,7.9,140.0,158,54.4,2.5,1448,7.9,92.0,206.0,74.0,73.0,0.3,1370
1991-05-03,Friday,35990.0,1.7,7.9,142.0,272.0,160.0,56.3,2.0,1543,7.9,154.0,174,57.5,3.0,1485,7.8,114.0,295.0,86.0,74.4,0.3,1560
1991-05-05,Sunday,36976.0,0.94,7.9,152.0,510.0,136.0,67.6,3.0,1235,7.7,145.0,148,66.2,2.5,1266,7.7,75.0,204.0,72.0,69.4,0.3,1247
1991-05-06,Monday,33085.0,0.82,7.7,185.0,518.0,202.0,66.3,3.0,2350,7.8,345.0,210,67.6,3.5,2120,7.7,156.0,355.0,98.0,83.7,0.5,2080
1991-05-07,Tuesday,34150.0,3.1,7.9,228.0,486.0,184.0,69.6,4.5,1912,8.0,209.0,214,69.2,4.0,1867,8.0,145.0,297.0,100.0,78.0,0.5,1889
1991-05-08,Wednesday,60081.0,3.5,7.6,100.0,212.0,280.0,34.3,3.5,651,7.6,121.0,288,36.1,3.0,646,7.5,73.0,149.0,98.0,44.9,0.5,697
1991-05-09,Thursday,57629.0,3.7,7.3,80.0,204.0,180.0,32.2,1.8,940,7.4,84.0,198,34.3,1.5,912,7.5,45.0,125.0,74.0,45.9,0.3,863
1991-05-10,Friday,48110.0,1.0,7.7,179.0,340.0,150.0,53.3,,1509,7.7,168.0,198,48.5,,1517,7.6,108.0,163.0,60.0,66.7,,1568
1991-05-12,Sunday,59184.0,0.6,7.5,94.0,189.0,120.0,56.7,1.5,1200,7.5,122.0,144,51.4,1.3,1206,7.6,71.0,203.0,54.0,66.7,0.2,1260
1991-05-13,Monday,47489.0,0.23,7.6,135.0,297.0,164.0,57.3,2.5,1000,7.7,175.0,196,53.1,2.5,1040,7.8,99.0,250.0,98.0,59.2,0.5,968
1991-05-14,Tuesday,35374.0,4.4,7.9,175.0,566.0,292.0,57.5,7.5,1268,8.0,196.0,406,49.8,9.2,1358,7.9,139.0,327.0,110.0,72.7,0.5,1385
1991-05-15,Wednesday,33434.0,3.2,7.9,223.0,538.0,284.0,62.7,7.5,1425,8.0,218.0,256,63.3,6.5,1441,7.9,153.0,355.0,112.0,78.6,0.5,1403
1991-05-16,Thursday,31967.0,3.25,7.9,222.0,516.0,456.0,46.5,8.5,1335,7.9,302.0,374,52.9,9.0,1393,7.8,161.0,352.0,110.0,74.6,0.4,1450
1991-05-17,Friday,32835.0,1.74,7.8,159.0,516.0,248.0,61.3,5.0,1405,7.7,201.0,314,55.4,5.0,1340,7.8,127.0,314.0,104.0,71.2,0.4,1381
1991-05-19,Sunday,33000.0,1.5,7.7,153.0,404.0,238.0,56.3,4.5,1049,7.7,138.0,184,63.0,2.7,1073,7.7,114.0,265.0,116.0,69.0,0.5,1061
1991-05-20,Monday,47243.0,0.76,7.7,168.0,376.0,272.0,45.6,5.3,1052,7.8,136.0,296,45.3,5.6,1063,7.7,97.0,242.0,80.0,72.5,0.2,1083
1991-05-21,Tuesday,40295.0,0.9,7.7,238.0,327.0,194.0,60.8,5.9,1725,7.8,210.0,252,54.7,6.3,1724,7.8,101.0,233.0,82.0,68.3,0.3,1736
1991-05-22,Wednesday,38792.0,1.89,7.7,250.0,431.0,196.0,64.3,5.5,1219,7.9,399.0,238,62.2,6.0,1232,7.9,133.0,310.0,86.0,74.4,0.2,1212
1991-05-23,Thursday,36162.0,2.5,7.4,224.0,421.0,204.0,68.6,5.0,1328,7.7,293.0,248,64.5,6.5,1341,7.7,119.0,282.0,94.0,72.3,0.2,1331
1991-05-24,Friday,36495.0,0.12,7.7,213.0,627.0,2008.0,17.9,,1257,7.6,308.0,1692,17.7,,1335,7.5,97.0,226.0,66.0,69.7,,1255
1991-05-26,Sunday,36922.0,0.5,7.6,122.0,338.0,174.0,62.1,5.0,1035,7.7,135.0,216,56.5,5.5,1030,7.7,108.0,244.0,68.0,79.4,0.2,1099
1991-05-27,Monday,43497.0,2.1,7.8,134.0,323.0,190.0,61.1,4.5,2070,7.8,126.0,206,54.4,3.0,2050,7.9,85.0,229.0,118.0,61.0,0.3,1784
1991-05-28,Tuesday,38809.0,0.75,7.6,179.0,432.0,1228.0,22.8,36.0,1889,7.6,174.0,1692,21.3,46.0,1906,7.7,99.0,227.0,90.0,66.7,0.5,1962
1991-05-29,Wednesday,34301.0,3.9,7.9,243.0,459.0,286.0,54.5,6.5,1174,7.9,216.0,342,46.2,7.5,1202,7.9,123.0,253.0,90.0,57.8,0.3,1190
1991-05-30,Thursday,33968.0,1.5,7.7,198.0,546.0,308.0,62.3,13.0,1869,7.8,239.0,420,53.3,19.0,1893,7.9,81.0,222.0,76.0,84.2,0.4,1804
1991-05-31,Friday,34094.0,0.99,7.8,156.0,483.0,964.0,23.7,18.0,2120,7.8,196.0,764,30.4,17.0,2110,7.8,97.0,170.0,92.0,60.9,0.4,1930
