DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1991-08-01,Thursday,29834.0,3.0,7.4,160.0,348.0,194.0,61.9,3.0,1720,7.5,148.0,172,65.1,2.5,1729,7.6,105.0,265.0,80.0,82.5,0.2,1780
1991-08-02,Friday,28492.0,2.6,7.5,124.0,281.0,172.0,66.3,3.0,1520,7.5,117.0,172,65.1,2.0,1479,7.6,77.0,221.0,90.0,68.9,0.0,1535
1991-08-04,Sunday,24978.0,0.5,7.3,146.0,288.0,124.0,67.7,2.0,1210,7.4,145.0,109,68.8,1.3,1164,7.4,81.0,200.0,52.0,67.3,0.1,1202
1991-08-05,Monday,29719.0,0.2,7.6,133.0,284.0,186.0,71.0,5.0,1114,7.6,136.0,194,68.0,2.5,1095,7.6,61.0,160.0,52.0,94.2,0.1,1076
1991-08-06,Tuesday,29741.0,0.45,7.9,151.0,316.0,196.0,64.3,2.5,948,7.8,163.0,200,69.0,3.0,904,7.9,90.0,220.0,71.0,81.7,0.2,929
1991-08-07,Wednesday,29027.0,0.4,7.6,136.0,328.0,186.0,67.7,3.0,899,7.6,132.0,170,71.8,2.5,921,7.6,73.0,192.0,61.0,83.6,0.2,872
1991-08-08,Thursday,30211.0,0.5,7.6,114.0,521.0,506.0,44.3,7.5,866,7.5,113.0,498,44.2,8.0,882,7.6,58.0,137.0,65.0,78.5,0.1,880
1991-08-09,Friday,30848.0,0.2,7.7,142.0,376.0,144.0,70.8,3.0,940,7.6,129.0,164,69.5,7.5,918,7.6,,255.0,86.0,79.1,0.2,933
1991-08-11,Sunday,17527.0,0.55,7.5,150.0,171.0,172.0,37.2,1.4,732,7.5,113.0,220,38.2,1.0,731,7.5,42.0,113.0,49.0,67.4,0.1,691
1991-08-12,Monday,33331.0,0.23,7.6,92.0,233.0,234.0,37.6,1.4,829,7.6,103.0,172,57.0,1.5,852,7.6,65.0,167.0,97.0,58.8,0.2,879
1991-08-13,Tuesday,27998.0,0.62,7.5,138.0,268.0,154.0,66.2,1.7,890,7.5,105.0,166,64.0,1.5,880,7.7,65.0,157.0,97.0,64.9,0.2,827
1991-08-14,Wednesday,32845.0,0.23,7.6,84.0,251.0,98.0,71.4,2.0,866,7.6,110.0,104,67.3,1.5,877,7.6,54.0,161.0,66.0,69.7,0.3,840
1991-08-16,Friday,27933.0,0.2,7.6,158.0,375.0,178.0,60.7,3.5,1049,7.7,153.0,168,59.5,3.0,992,7.7,49.0,177.0,56.0,71.4,0.1,910
1991-08-18,Sunday,27527.0,0.2,7.3,191.0,240.0,166.0,73.5,3.0,1072,7.4,130.0,156,75.6,2.5,1023,7.4,80.0,,71.0,77.5,0.3,990
1991-08-19,Monday,32363.0,0.1,7.6,159.0,310.0,146.0,68.5,1.6,1096,7.6,131.0,166,71.1,1.7,1083,7.7,98.0,169.0,64.0,84.4,0.2,1112
1991-08-20,Tuesday,31437.0,0.47,7.6,132.0,304.0,148.0,64.9,2.0,939,7.7,147.0,156,61.5,1.8,974,7.8,80.0,155.0,62.0,77.4,0.1,1008
1991-08-21,Wednesday,31914.0,2.0,7.7,127.0,274.0,144.0,72.2,2.0,1031,7.6,124.0,162,69.1,3.0,1048,7.6,80.0,157.0,69.0,82.6,0.2,1020
1991-08-22,Thursday,28088.0,0.2,7.5,153.0,307.0,124.0,82.3,2.5,1044,7.6,163.0,136,70.6,2.5,1039,7.7,97.0,188.0,62.0,91.9,0.2,1045
1991-08-23,Friday,27838.0,0.13,7.6,179.0,265.0,128.0,71.9,1.8,992,7.6,102.0,120,85.0,2.0,1012,7.7,88.0,188.0,66.0,84.9,0.1,1036
1991-08-25,Sunday,29271.0,0.36,7.5,99.0,585.0,140.0,71.4,,962,7.6,103.0,194,62.3,,966,7.6,61.0,129.0,55.0,83.6,,993
1991-08-26,Monday,32723.0,0.16,7.7,93.0,252.0,176.0,56.8,2.3,894,7.7,108.0,146,65.8,3.0,873,7.7,63.0,224.0,55.0,78.2,0.2,915
1991-08-27,Tuesday,33535.0,0.32,7.8,192.0,346.0,172.0,68.6,4.0,988,7.8,210.0,192,68.8,4.5,991,7.7,100.0,215.0,80.0,73.8,0.1,966
1991-08-28,Wednesday,32922.0,0.3,7.4,139.0,367.0,180.0,64.4,3.0,1060,7.5,163.0,200,63.0,3.5,1040,7.6,105.0,250.0,70.0,85.7,0.1,1152
1991-08-29,Thursday,32190.0,0.3,7.3,200.0,545.0,258.0,65.1,4.0,1260,7.4,191.0,226,67.3,3.5,1198,7.5,115.0,244.0,77.0,76.6,0.1,1351
1991-08-30,Friday,30488.0,0.21,7.5,152.0,300.0,132.0,69.7,,1073,7.4,150.0,210,60.0,,1081,7.4,93.0,233.0,64.0,84.4,,1188
