DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1990-09-02,Sunday,44601.0,1.7,7.5,140.0,231.0,360.0,,4.0,806,7.5,146.0,328,,3.5,811,7.5,79.0,145.0,64.0,,0.2,834
1990-09-03,Monday,43614.0,6.5,7.8,143.0,400.0,472.0,,6.5,2230,7.8,95.0,226,,4.0,2160,7.8,97.0,235.0,74.0,,0.3,2170
1990-09-04,Tuesday,40529.0,4.5,7.7,192.0,253.0,186.0,,5.0,1818,7.6,250.0,194,,4.5,1745,7.5,108.0,197.0,80.0,,0.3,1625
1990-09-05,Wednesday,38231.0,0.8,7.7,124.0,234.0,120.0,,1.8,1550,7.9,123.0,220,,4.0,1651,7.8,87.0,156.0,76.0,,0.2,1586
1990-09-06,Thursday,36909.0,1.3,7.6,172.0,394.0,226.0,51.3,5.5,1324,7.6,197.0,302,47.0,4.0,1306,7.7,119.0,257.0,92.0,65.2,0.2,1368
1990-09-07,Friday,37002.0,1.7,7.6,268.0,324.0,226.0,53.1,4.0,1390,7.6,265.0,236,53.4,4.5,1389,7.6,110.0,179.0,98.0,69.4,0.2,1352
1990-09-09,Sunday,43377.0,6.5,7.6,176.0,200.0,176.0,50.0,3.0,859,7.6,149.0,172,51.2,2.0,860,7.6,90.0,178.0,76.0,65.8,0.2,926
1990-09-11,Tuesday,37862.0,5.0,7.6,146.0,243.0,164.0,57.3,3.2,1095,7.6,193.0,208,55.8,3.0,1089,7.6,68.0,165.0,86.0,76.7,0.3,1095
1990-09-12,Wednesday,35809.0,5.0,7.8,139.0,380.0,256.0,53.1,5.5,2040,7.8,201.0,340,47.6,8.5,2000,7.9,131.0,278.0,104.0,73.1,0.2,1950
1990-09-13,Thursday,35729.0,2.5,7.9,205.0,529.0,264.0,61.4,6.5,2750,7.9,220.0,324,60.5,6.0,2850,7.8,111.0,325.0,90.0,73.3,0.3,2550
1990-09-14,Friday,41206.0,3.3,7.8,117.0,366.0,500.0,27.2,4.2,3230,7.8,135.0,620,32.3,7.0,3170,7.7,81.0,181.0,106.0,49.1,0.2,3690
1990-09-16,Sunday,15519.0,3.6,7.6,148.0,400.0,564.0,31.6,7.0,1554,7.6,235.0,798,28.6,11.0,1515,7.6,49.0,151.0,120.0,48.3,0.4,1259
1990-09-17,Monday,49986.0,2.71,7.8,158.0,256.0,194.0,47.4,3.0,1831,7.8,218.0,240,46.7,4.0,1860,7.8,94.0,198.0,98.0,59.2,0.3,1862
1990-09-18,Tuesday,51575.0,2.42,7.7,123.0,246.0,186.0,39.8,2.5,1288,7.7,241.0,300,25.3,4.5,1328,7.7,101.0,202.0,86.0,37.2,0.2,1287
1990-09-19,Wednesday,44869.0,0.9,7.7,133.0,410.0,204.0,62.7,4.5,1490,7.7,161.0,256,57.8,4.5,1421,7.7,69.0,251.0,88.0,68.2,0.3,1386
1990-09-20,Thursday,43491.0,1.0,7.5,237.0,388.0,178.0,57.3,4.0,1620,7.6,300.0,240,53.3,4.5,1571,7.7,113.0,243.0,84.0,69.0,0.2,1631
1990-09-21,Friday,45453.0,1.6,7.7,203.0,357.0,222.0,58.6,3.0,1828,7.6,215.0,208,73.1,5.0,1817,7.6,98.0,169.0,86.0,65.1,0.2,1890
1990-09-23,Sunday,37190.0,1.14,7.8,199.0,380.0,244.0,55.7,5.0,1453,7.8,110.0,196,60.2,3.5,1430,7.8,104.0,204.0,116.0,72.4,1.5,1436
1990-09-24,Monday,40067.0,3.4,7.8,214.0,941.0,304.0,53.3,6.5,1454,7.8,396.0,320,57.5,7.0,1528,7.8,107.0,243.0,106.0,67.9,0.2,1456
1990-09-25,Tuesday,57606.0,5.35,7.7,208.0,298.0,260.0,37.7,4.0,1236,7.8,245.0,284,46.5,5.0,1285,7.8,90.0,220.0,124.0,48.4,0.3,1416
1990-09-26,Wednesday,46791.0,2.2,7.9,206.0,305.0,188.0,56.4,4.0,1200,7.9,,272,50.0,6.0,1228,7.9,113.0,210.0,88.0,65.9,0.2,1237
1990-09-27,Thursday,46852.0,,7.7,247.0,361.0,286.0,51.0,4.5,1180,7.7,146.0,212,56.4,2.5,1251,7.7,135.0,248.0,134.0,52.2,0.6,1144
1990-09-28,Friday,38761.0,4.0,7.5,438.0,681.0,370.0,56.8,6.0,1396,7.6,212.0,348,64.4,6.0,1446,7.6,148.0,350.0,88.0,77.3,0.2,1356
1990-09-30,Sunday,42046.0,1.95,7.8,255.0,282.0,166.0,67.5,2.0,950,7.8,284.0,172,65.1,2.0,965,7.8,164.0,259.0,112.0,76.8,0.5,971
