DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1991-01-01,Tuesday,32441.0,0.8,8.1,198.0,351.0,134.0,76.1,2.5,1341,8.1,264.0,142,73.2,2.5,1300,8.1,138.0,234.0,98.0,83.7,0.3,1355
1991-01-02,Wednesday,40740.0,1.2,8.2,127.0,444.0,172.0,73.3,3.0,1658,8.2,117.0,184,71.7,4.0,1629,8.1,66.0,315.0,94.0,83.0,0.5,1644
1991-01-03,Thursday,34637.0,3.5,8.1,231.0,368.0,162.0,76.5,4.0,1854,8.1,273.0,158,74.7,4.5,1846,8.1,158.0,308.0,76.0,86.8,0.4,1822
1991-01-04,Friday,34322.0,3.0,8.4,249.0,600.0,216.0,77.8,5.0,1566,8.3,220.0,204,74.5,5.3,1583,8.2,161.0,328.0,86.0,76.7,0.4,1643
1991-01-06,Sunday,35111.0,0.5,7.9,228.0,461.0,126.0,74.6,2.5,1113,8.1,243.0,142,76.1,2.5,1104,8.0,122.0,279.0,92.0,78.3,0.5,1061
1991-01-07,Monday,40585.0,0.8,8.3,230.0,524.0,158.0,70.9,5.0,1178,8.2,285.0,186,66.7,5.5,1217,8.1,117.0,304.0,82.0,70.7,0.3,1178
1991-01-08,Tuesday,37735.0,1.67,7.9,203.0,487.0,168.0,77.4,3.5,1353,8.1,231.0,196,70.4,5.5,1338,8.1,107.0,341.0,60.0,86.7,0.2,1250
1991-01-09,Wednesday,34277.0,1.5,8.2,133.0,531.0,220.0,73.6,7.0,1514,8.2,207.0,288,65.3,11.0,1535,8.0,92.0,257.0,72.0,72.2,0.4,1476
1991-01-10,Thursday,41451.0,0.5,8.0,131.0,384.0,154.0,74.0,4.5,1260,8.1,189.0,298,75.2,6.5,1300,8.0,114.0,273.0,80.0,80.0,0.3,1367
1991-01-11,Friday,45183.0,0.4,7.8,205.0,347.0,142.0,67.6,,1373,7.7,339.0,148,68.9,,1312,7.8,101.0,219.0,72.0,81.9,,1409
1991-01-13,Sunday,27415.0,0.9,7.7,241.0,332.0,158.0,65.8,4.0,1133,7.8,182.0,194,67.0,3.3,1148,7.9,118.0,256.0,90.0,80.0,0.3,1190
1991-01-14,Monday,42614.0,0.35,8.3,113.0,347.0,120.0,71.7,2.5,1385,8.2,106.0,134,74.6,2.5,1377,8.1,98.0,279.0,68.0,88.2,0.4,1380
1991-01-15,Tuesday,48914.0,0.35,8.1,203.0,434.0,128.0,70.3,4.0,1496,8.3,222.0,114,71.9,2.5,1533,8.2,134.0,271.0,84.0,71.4,1.0,1489
1991-01-16,Wednesday,49174.0,0.65,7.9,188.0,434.0,126.0,66.7,2.5,2450,8.1,159.0,156,67.9,3.0,2680,8.2,139.0,422.0,90.0,71.1,1.0,2950
1991-01-17,Thursday,45151.0,0.5,8.2,166.0,307.0,118.0,79.7,4.0,1697,8.2,214.0,130,80.0,3.5,1661,8.2,148.0,295.0,96.0,77.1,1.2,1624
1991-01-18,Friday,37143.0,0.7,8.2,222.0,493.0,162.0,75.3,5.3,1620,8.3,211.0,162,72.8,4.0,1746,8.2,140.0,330.0,86.0,83.7,0.6,1834
1991-01-20,Sunday,30244.0,0.86,7.6,224.0,337.0,146.0,69.9,3.5,1146,7.8,240.0,168,71.4,4.0,1144,7.9,134.0,302.0,92.0,78.3,0.4,1205
1991-01-21,Monday,34032.0,1.0,8.2,223.0,470.0,166.0,72.3,5.5,1343,8.3,273.0,196,75.5,5.0,1362,8.2,161.0,337.0,92.0,73.9,0.5,1419
1991-01-22,Tuesday,34904.0,1.2,8.0,272.0,665.0,188.0,73.4,6.0,2200,8.1,293.0,192,74.0,5.0,2200,8.0,164.0,304.0,96.0,87.5,0.6,2130
1991-01-23,Wednesday,36063.0,1.0,8.2,346.0,350.0,144.0,72.2,5.0,1233,8.3,257.0,152,75.0,4.0,1230,8.1,174.0,300.0,86.0,97.7,0.6,1266
1991-01-24,Thursday,35500.0,2.7,8.2,148.0,545.0,188.0,76.6,5.3,1329,8.2,221.0,230,73.9,5.0,1354,8.2,152.0,337.0,94.0,80.9,0.4,1407
1991-01-25,Friday,37730.0,0.7,8.0,427.0,815.0,204.0,70.6,,1455,7.9,517.0,186,73.1,,1558,7.9,,423.0,118.0,78.0,,1602
1991-01-27,Sunday,28209.0,1.2,7.9,319.0,532.0,250.0,71.2,6.5,1379,8.0,331.0,254,69.3,6.0,1453,8.0,150.0,299.0,92.0,73.9,0.4,1431
1991-01-28,Monday,32680.0,2.6,8.2,334.0,594.0,256.0,67.2,7.0,1380,8.3,268.0,238,67.2,5.5,1400,8.2,180.0,372.0,118.0,66.1,0.9,1352
1991-01-29,Tuesday,32974.0,2.6,8.1,311.0,420.0,208.0,69.2,6.5,1474,8.2,258.0,198,72.7,3.3,1559,8.1,189.0,309.0,152.0,71.1,3.0,1402
1991-01-30,Wednesday,33189.0,0.96,8.1,238.0,591.0,202.0,84.2,6.0,1380,8.0,282.0,210,80.0,5.5,1372,8.2,153.0,290.0,106.0,90.6,0.5,1413
1991-01-31,Thursday,34579.0,2.5,8.3,261.0,592.0,216.0,71.3,7.5,1663,8.4,244.0,256,72.7,8.0,1685,8.2,163.0,400.0,170.0,77.6,3.5,1680
