DATE,DAY-OF-WEEK,Q-E,ZN-E,PH-E,DBO-E,DQO-E,SS-E,SSV-E,SED-E,COND-E,PH-P,DBO-P,SS-P,SSV-P,SED-P,COND-P,PH-D,DBO-D,DQO-D,SS-D,SSV-D,SED-D,COND-D
1991-07-01,Monday,33416.0,1.73,7.4,167.0,333.0,242.0,66.1,4.5,1960,7.6,211.0,202,67.3,4.5,2090,7.7,106.0,274.0,80.0,87.5,0.1,1942
1991-07-02,Tuesday,35518.0,4.2,7.8,133.0,105.0,208.0,54.8,3.5,1293,7.8,138.0,236,52.5,4.5,1347,7.8,91.0,125.0,58.0,82.8,0.1,1323
1991-07-03,Wednesday,35623.0,4.4,7.6,151.0,404.0,204.0,67.6,3.5,1565,7.6,137.0,232,62.9,4.0,1629,7.6,88.0,277.0,80.0,70.0,0.1,1575
1991-07-04,Thursday,32815.0,6.6,7.8,151.0,485.0,198.0,71.7,3.5,1535,7.7,140.0,156,61.5,4.0,1528,7.7,102.0,283.0,78.0,76.7,0.1,1571
1991-07-05,Friday,32454.0,3.42,7.4,148.0,545.0,202.0,72.3,,1337,7.4,138.0,272,62.5,,1334,7.4,67.0,200.0,76.0,88.9,,1283
1991-07-07,Sunday,26590.0,2.92,7.5,134.0,351.0,108.0,81.5,3.0,1135,7.5,154.0,182,64.8,3.0,1115,7.5,123.0,351.0,124.0,75.8,0.9,1117
1991-07-08,Monday,33636.0,33.5,7.5,166.0,481.0,368.0,51.1,6.3,1355,7.6,155.0,302,54.3,5.5,1359,7.9,110.0,283.0,96.0,75.0,0.3,1283
1991-07-09,Tuesday,32334.0,19.1,7.6,179.0,461.0,298.0,55.7,5.0,1340,7.6,225.0,212,63.2,5.5,1395,7.5,111.0,307.0,84.0,76.2,0.2,1292
1991-07-10,Wednesday,35178.0,3.7,7.7,159.0,396.0,154.0,68.8,3.0,1440,7.8,159.0,184,67.4,3.1,1520,7.8,105.0,295.0,82.0,83.0,0.2,1415
1991-07-11,Thursday,,6.3,7.7,146.0,375.0,244.0,57.4,4.0,1413,7.8,158.0,280,55.7,6.5,1486,7.7,116.0,282.0,96.0,81.3,0.7,1449
1991-07-12,Friday,,2.6,7.8,198.0,604.0,288.0,58.3,4.7,1235,7.8,229.0,222,60.4,4.5,1330,7.7,144.0,391.0,104.0,73.1,0.9,1320
1991-07-14,Sunday,,0.8,7.6,177.0,388.0,170.0,69.4,4.0,1147,7.7,166.0,198,66.7,3.0,1126,7.6,89.0,208.0,68.0,82.4,0.2,1105
1991-07-15,Monday,,5.7,7.7,197.0,545.0,254.0,59.8,6.0,1202,7.7,182.0,248,61.0,4.0,1218,7.7,120.0,325.0,124.0,77.0,0.6,1168
1991-07-16,Tuesday,,1.1,7.6,149.0,412.0,208.0,57.7,4.3,1593,7.7,127.0,194,60.8,4.0,1710,7.7,96.0,298.0,128.0,65.6,0.7,1606
1991-07-17,Wednesday,,0.7,7.6,149.0,359.0,242.0,61.2,4.0,1315,7.7,221.0,280,62.9,7.0,1240,7.7,121.0,294.0,138.0,62.3,0.7,1250
1991-07-18,Thursday,,1.0,7.6,186.0,495.0,222.0,65.8,5.5,1518,7.6,168.0,222,64.0,4.5,1496,7.6,110.0,,112.0,69.6,1.0,1505
1991-07-19,Friday,,1.6,6.9,233.0,472.0,242.0,65.3,5.0,1183,7.3,192.0,236,58.5,4.5,1165,7.3,124.0,357.0,116.0,65.5,1.4,1253
1991-07-21,Sunday,,0.9,7.3,185.0,395.0,216.0,62.0,3.0,1367,7.4,238.0,232,59.5,3.0,1383,7.5,93.0,263.0,102.0,58.8,0.3,1356
1991-07-22,Monday,,4.0,7.5,182.0,605.0,208.0,75.0,5.0,1672,7.5,155.0,230,61.7,5.0,1734,7.5,129.0,308.0,82.0,75.6,0.1,1693
1991-07-23,Tuesday,,1.8,7.6,198.0,432.0,224.0,64.3,4.0,2150,7.7,195.0,208,67.3,3.5,2100,7.6,106.0,290.0,92.0,73.9,0.2,2140
1991-07-24,Wednesday,,1.5,8.1,129.0,318.0,140.0,67.1,3.0,1319,8.0,124.0,136,69.1,2.0,1320,7.6,101.0,277.0,70.0,85.7,0.1,1270
1991-07-25,Thursday,,5.7,7.7,115.0,408.0,290.0,51.0,4.0,2150,7.7,139.0,198,67.7,2.5,2050,7.6,96.0,290.0,98.0,75.5,0.1,1924
1991-07-26,Friday,,2.4,7.6,132.0,253.0,200.0,49.0,2.8,2110,7.6,129.0,256,50.0,2.5,2060,7.6,106.0,245.0,94.0,83.0,0.1,1974
1991-07-28,Sunday,,1.4,7.5,188.0,263.0,148.0,67.5,2.0,1645,7.5,148.0,134,77.6,1.7,1668,7.6,98.0,198.0,56.0,89.3,0.1,1671
1991-07-29,Monday,,0.2,7.8,114.0,273.0,138.0,73.9,3.8,1870,7.8,128.0,172,75.6,3.5,1929,7.8,80.0,192.0,68.0,82.4,0.2,1835
1991-07-30,Tuesday,,0.55,7.4,159.0,394.0,170.0,69.4,3.0,1450,7.4,155.0,196,60.2,3.0,1556,7.4,111.0,,78.0,71.8,0.1,1690
1991-07-31,Wednesday,,1.6,7.5,170.0,336.0,168.0,69.0,2.6,1531,7.5,192.0,200,67.0,3.0,1485,7.6,101.0,265.0,80.0,80.0,0.1,1642
