Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2022-11-01,1494.554646,70.0,94.0,2265.744843,429.0,420.0
2022-11-02,1336.268286,69.0,94.0,2713.10186,419.0,412.0
2022-11-03,3227.023817,78.0,88.0,2038.403378,419.0,410.0
2022-11-04,1401.800945,83.0,102.0,2523.592152,377.0,371.0
2022-11-05,2740.652848,91.0,103.0,2670.961961,422.0,415.0
2022-11-06,2015.430434,72.0,88.0,2291.544404,421.0,413.0
2022-11-07,1241.116905,82.0,106.0,2116.724881,400.0,392.0
2022-11-08,2476.301144,83.0,96.0,1830.110361,393.0,383.0
2022-11-09,2719.096136,97.0,109.0,2318.70923,428.0,420.0
2022-11-10,1685.005039,76.0,97.0,2235.159185,420.0,411.0
2022-11-11,1778.129882,87.0,102.0,2527.167095,375.0,369.0
2022-11-12,1931.723336,90.0,106.0,2928.492577,414.0,408.0
2022-11-13,1815.330756,96.0,114.0,2322.034954,423.0,415.0
2022-11-14,979.0031319,86.0,112.0,1808.830662,385.0,377.0
2022-11-15,1376.020955,88.0,110.0,1912.210454,400.0,391.0
2022-11-16,2288.259329,106.0,118.0,2230.072163,381.0,374.0
2022-11-17,1447.169814,97.0,114.0,1748.271584,383.0,375.0
2022-11-18,1788.397905,87.0,102.0,1906.320391,373.0,365.0
2022-11-19,1752.252128,94.0,110.0,1992.31067,411.0,403.0
2022-11-20,2957.474944,94.0,104.0,2802.207509,372.0,366.0
2022-11-21,1132.359286,75.0,101.0,2789.5671,401.0,395.0
2022-11-22,2288.066641,90.0,102.0,1734.354514,362.0,353.0
2022-11-23,1644.475894,104.0,122.0,2103.490228,414.0,406.0
2022-11-24,2531.979372,106.0,117.0,2638.955501,394.0,388.0
2022-11-25,1217.494978,64.0,90.0,2249.474159,391.0,383.0
2022-11-26,1333.13332,72.0,94.0,1852.610937,371.0,362.0
2022-11-27,3515.279716,95.0,105.0,2854.909312,417.0,410.0
2022-11-28,2952.125343,86.0,96.0,1864.759175,403.0,394.0
2022-11-29,1342.722756,78.0,97.0,2900.683969,371.0,366.0
2022-11-30,1067.321625,87.0,112.0,2167.044085,367.0,360.0
