Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2021-08-01,2782.496243,100.0,114.0,2460.654178,423.0,414.0
2021-08-02,3592.381327,108.0,117.0,2297.552382,399.0,391.0
2021-08-03,1533.386168,86.0,109.0,2506.223855,417.0,409.0
2021-08-04,1828.108508,74.0,94.0,2969.370534,399.0,392.0
2021-08-05,2504.379038,70.0,87.0,3457.653031,416.0,409.0
2021-08-06,3502.826532,80.0,91.0,2738.115715,427.0,419.0
2021-08-07,3908.286385,101.0,110.0,2856.678184,428.0,421.0
2021-08-08,1867.351091,74.0,92.0,2729.80053,425.0,418.0
2021-08-09,1370.880314,87.0,109.0,1905.066676,375.0,366.0
2021-08-10,2962.436402,99.0,108.0,2526.217642,364.0,358.0
2021-08-11,2620.961723,96.0,108.0,1986.688986,374.0,365.0
2021-08-12,3498.9392,95.0,106.0,2431.179588,407.0,398.0
2021-08-13,2144.569463,105.0,118.0,2641.573436,366.0,360.0
2021-08-14,1512.208614,73.0,94.0,2579.071791,385.0,378.0
2021-08-15,2289.548981,102.0,115.0,2115.113968,388.0,380.0
2021-08-16,1546.592252,79.0,102.0,2888.923855,395.0,388.0
2021-08-17,2656.079984,106.0,117.0,2768.299363,401.0,395.0
2021-08-18,3139.121467,86.0,97.0,2181.166233,401.0,392.0
2021-08-19,3770.127062,87.0,97.0,2679.146544,421.0,413.0
2021-08-20,1357.563652,93.0,115.0,2425.578371,378.0,371.0
2021-08-21,1748.220963,73.0,93.0,2484.659044,402.0,394.0
2021-08-22,2228.694695,90.0,107.0,2692.402485,414.0,406.0
2021-08-23,2324.107971,79.0,93.0,2642.510763,377.0,370.0
2021-08-24,1585.972949,62.0,88.0,2604.696239,429.0,420.0
2021-08-25,1444.268653,64.0,90.0,2668.466869,408.0,400.0
2021-08-26,1853.517341,75.0,92.0,1990.368704,382.0,373.0
2021-08-27,2924.760228,97.0,107.0,2375.323128,393.0,386.0
2021-08-28,1570.372907,75.0,98.0,2933.344421,410.0,403.0
2021-08-29,1633.084791,84.0,103.0,1959.973929,389.0,380.0
2021-08-30,2248.224778,105.0,120.0,2396.4671,412.0,404.0
2021-08-31,1513.584893,96.0,117.0,2258.741656,415.0,407.0
