Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2021-07-01,1863.858463,75.0,93.0,2119.207073,407.0,398.0
2021-07-02,1451.228678,96.0,120.0,2828.652012,417.0,410.0
2021-07-03,1715.755424,69.0,90.0,2275.94957,407.0,398.0
2021-07-04,2641.053848,97.0,110.0,2439.838558,409.0,401.0
2021-07-05,1566.571337,69.0,89.0,2226.489513,364.0,356.0
2021-07-06,2921.067344,100.0,110.0,2767.711308,370.0,364.0
2021-07-07,1786.553986,91.0,108.0,2877.691834,375.0,369.0
2021-07-08,1509.5717,75.0,96.0,2252.752717,374.0,366.0
2021-07-09,1243.756478,96.0,120.0,2828.302231,379.0,373.0
2021-07-10,1663.724465,103.0,122.0,2567.245688,401.0,394.0
2021-07-11,2779.701489,94.0,106.0,2709.017651,403.0,396.0
2021-07-12,3916.304338,84.0,93.0,2003.777114,391.0,381.0
2021-07-13,3267.491279,82.0,92.0,2653.669703,384.0,377.0
2021-07-14,1522.696914,75.0,99.0,2967.953814,430.0,423.0
2021-07-15,1438.946512,81.0,103.0,2999.484004,424.0,418.0
2021-07-16,1642.46326,93.0,110.0,1763.731798,,379.0
2021-07-17,1936.189944,78.0,94.0,2515.940533,413.0,406.0
2021-07-18,1390.817048,79.0,102.0,2020.625367,379.0,370.0
2021-07-19,2069.938859,70.0,87.0,2500.615513,399.0,391.0
2021-07-20,2556.724418,99.0,112.0,1889.547181,401.0,391.0
2021-07-21,2186.227272,92.0,106.0,1933.353651,391.0,382.0
2021-07-22,4024.958437,92.0,101.0,2941.95712,426.0,419.0
2021-07-23,1550.735293,67.0,91.0,2644.779043,421.0,413.0
2021-07-24,2705.077461,102.0,116.0,2691.213939,421.0,413.0
2021-07-25,2967.610887,81.0,93.0,2892.148782,411.0,404.0
2021-07-26,2444.148714,88.0,101.0,2580.497296,381.0,374.0
2021-07-27,2133.410227,86.0,102.0,2156.166603,410.0,401.0
2021-07-28,2027.80664,80.0,96.0,2634.989886,383.0,376.0
2021-07-29,1483.344217,88.0,108.0,2108.202968,372.0,364.0
2021-07-30,2380.436604,85.0,99.0,2105.099437,370.0,361.0
2021-07-31,3628.247108,88.0,97.0,2651.989475,380.0,373.0
