Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2022-09-01,1973.698218,86.0,102.0,2244.094874,419.0,411.0
2022-09-02,1747.803095,104.0,121.0,2815.273835,408.0,402.0
2022-09-03,2637.7431,84.0,96.0,1999.40927,408.0,399.0
2022-09-04,1228.789584,92.0,116.0,2395.08644,398.0,391.0
2022-09-05,3714.296078,90.0,99.0,2375.524486,382.0,374.0
2022-09-06,1123.68597,75.0,100.0,1774.487427,368.0,359.0
2022-09-07,2149.952866,96.0,110.0,2851.912477,418.0,412.0
2022-09-08,1398.846219,85.0,107.0,2186.921208,430.0,422.0
2022-09-09,2861.109463,96.0,108.0,2439.811094,409.0,401.0
2022-09-10,1082.799637,91.0,112.0,1846.714781,368.0,361.0
2022-09-11,1402.021305,93.0,117.0,2732.739813,397.0,390.0
2022-09-12,2727.404997,102.0,113.0,2436.546736,416.0,409.0
2022-09-13,1160.163607,86.0,111.0,2061.103158,384.0,376.0
2022-09-14,1436.452385,89.0,111.0,1996.189997,403.0,394.0
2022-09-15,1594.042036,103.0,119.0,1812.425795,362.0,354.0
2022-09-16,2954.985952,100.0,111.0,2639.857807,418.0,411.0
2022-09-17,1895.707067,93.0,110.0,2035.673439,407.0,398.0
2022-09-18,1165.347868,96.0,120.0,2650.001052,371.0,365.0
2022-09-19,2208.747091,94.0,108.0,1953.268677,406.0,397.0
2022-09-20,1744.47787,90.0,107.0,2408.50091,403.0,396.0
2022-09-21,1501.601721,66.0,89.0,2454.274163,423.0,415.0
2022-09-22,1246.399227,92.0,117.0,2214.306127,430.0,422.0
2022-09-23,1481.684662,79.0,99.0,2807.792435,375.0,369.0
2022-09-24,2034.915641,85.0,99.0,2313.699084,402.0,395.0
2022-09-25,1830.523998,71.0,89.0,2341.469009,414.0,406.0
2022-09-26,1812.759212,89.0,106.0,2919.901901,394.0,388.0
2022-09-27,3402.457315,86.0,95.0,2176.084107,379.0,371.0
2022-09-28,2117.976662,101.0,114.0,1739.211835,377.0,368.0
2022-09-29,2555.563128,110.0,121.0,2283.030574,397.0,390.0
2022-09-30,1291.51339,76.0,101.0,2622.233436,405.0,398.0
