Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2021-09-01,2546.445115,109.0,121.0,2171.481072,392.0,384.0
2021-09-02,2402.786195,84.0,99.0,2276.63992,414.0,405.0
2021-09-03,1681.719145,71.0,91.0,2124.571854,404.0,395.0
2021-09-04,1803.283809,71.0,88.0,2904.639395,361.0,355.0
2021-09-05,1256.813057,85.0,110.0,2232.806947,383.0,375.0
2021-09-06,2531.37885,96.0,110.0,2518.405533,428.0,420.0
2021-09-07,1584.302233,72.0,92.0,2001.501821,387.0,378.0
2021-09-07,1584.302233,72.0,92.0,2001.501821,387.0,378.0
2021-09-08,3204.355697,108.0,118.0,2024.084682,402.0,393.0
2021-09-09,2026.801183,103.0,116.0,1664.341572,384.0,375.0
2021-09-10,1427.602532,81.0,104.0,2666.659558,371.0,364.0
2021-09-11,1561.184127,96.0,115.0,1873.68115,396.0,387.0
2021-09-12,1967.724612,81.0,98.0,2377.134314,413.0,405.0
2021-09-13,3301.920101,104.0,113.0,2413.467743,390.0,383.0
2021-09-14,4690.760258,84.0,93.0,3000.034357,425.0,417.0
2021-09-15,2495.125405,89.0,103.0,2836.957586,414.0,407.0
2021-09-16,2144.839811,78.0,93.0,2612.874498,395.0,388.0
2021-09-17,3628.417439,97.0,106.0,2652.113975,398.0,391.0
2021-09-18,2278.883542,79.0,94.0,2429.147426,407.0,399.0
2021-09-19,2649.238244,94.0,105.0,2070.87642,410.0,402.0
2021-09-20,2740.826549,99.0,109.0,2596.933155,384.0,378.0
2021-09-21,1324.723175,83.0,108.0,2091.958681,392.0,383.0
2021-09-22,1585.896046,79.0,100.0,2103.691105,424.0,415.0
2021-09-23,1456.479917,90.0,111.0,1932.02061,384.0,375.0
2021-09-24,1912.507919,84.0,102.0,2446.336692,406.0,398.0
2021-09-25,1854.149314,83.0,102.0,2861.084831,414.0,407.0
2021-09-26,1241.684142,78.0,103.0,2521.062266,376.0,369.0
2021-09-27,1436.285829,76.0,98.0,2566.232409,379.0,372.0
2021-09-28,1886.426988,96.0,112.0,2859.823314,382.0,376.0
2021-09-29,2233.753295,108.0,119.0,2793.755247,369.0,364.0
2021-09-30,1671.693569,91.0,108.0,2692.680417,364.0,358.0
