Date,"Tube Flow Rate, bph","Tube Temp In, F","Tube Temp Out, F","Shell Flow Rate, bph","Shell Temp In, F","Shell Temp Out, F"
2022-02-01,1151.382228,81.0,107.0,2836.430119,378.0,372.0
2022-02-02,1462.034996,78.0,100.0,2612.238813,392.0,385.0
2022-02-03,3240.111367,104.0,114.0,2046.670347,419.0,410.0
2022-02-04,1167.889569,75.0,101.0,2466.082246,368.0,361.0
2022-02-05,1347.602852,62.0,88.0,2489.86472,417.0,409.0
2022-02-06,2468.132445,103.0,117.0,2455.483266,427.0,419.0
2022-02-07,1705.986224,104.0,121.0,2060.937983,389.0,381.0
2022-02-08,1468.266615,78.0,97.0,2643.246973,370.0,364.0
2022-02-09,1605.993051,89.0,108.0,1927.459327,362.0,353.0
2022-02-10,2717.811385,91.0,100.0,1986.525993,360.0,353.0
2022-02-11,1418.78408,74.0,98.0,2419.736249,412.0,404.0
2022-02-12,1238.949366,83.0,106.0,2314.26892,362.0,355.0
2022-02-13,1156.830234,89.0,114.0,1644.14497,381.0,371.0
2022-02-14,1897.381934,74.0,89.0,2696.654074,363.0,357.0
2022-02-15,2492.134961,103.0,114.0,2597.427663,380.0,374.0
2022-02-16,2074.888683,86.0,101.0,2211.701655,380.0,372.0
2022-02-17,2506.656925,78.0,91.0,2058.383112,403.0,394.0
2022-02-18,3646.668339,91.0,100.0,2332.272319,423.0,415.0
2022-02-19,2172.617629,79.0,94.0,2058.555204,398.0,389.0
2022-02-20,1547.009094,84.0,104.0,2198.686675,381.0,373.0
2022-02-21,1162.846465,72.0,97.0,2360.993626,382.0,375.0
2022-02-22,2291.148911,87.0,100.0,2116.592003,400.0,392.0
2022-02-23,1702.258409,100.0,119.0,2298.368026,415.0,407.0
2022-02-24,1038.979212,93.0,118.0,1845.811506,380.0,372.0
2022-02-25,2240.155658,78.0,92.0,2971.566481,395.0,389.0
2022-02-26,3110.667068,83.0,94.0,2431.569564,418.0,410.0
2022-02-27,1495.749041,71.0,90.0,2019.541658,372.0,364.0
2022-02-28,1181.522457,89.0,111.0,2111.043054,360.0,353.0
